Title,Year,Important Words,Citations,Log_Citations,Quartile,Filtered Words,Novelty Score
{R}eal{T}ext-asg: A Model to Present Answers Utilizing the Linguistic Structure of Source Question,2015.0,"realtext-asg, model, answer, linguistic structure, source context",3.0,1.3862943611198906,Q1,"['model', 'answer', 'linguistic structure']",1
Learning under Covariate Shift for Domain Adaptation for Word Sense Disambiguation,2015.0,"covariate shift, domain adaptation, word sense disambiguation",4.0,1.6094379124341005,Q1,"['covariate shift', 'domain adaptation', 'word sense disambiguation']",1
Unsupervised Domain Adaptation for Word Sense Disambiguation using Stacked Denoising Autoencoder,2015.0,"knowledge objects, word sense disambiguation, stacked denoising autoencoder",5.0,1.791759469228055,Q1,['word sense disambiguation'],1
Dynamic Semantics for Intensification and Epistemic Necessity: The Case of Y{\'\i}d{\`\i}ng and Sh{\`\i}b{\`\i} in {M}andarin {C}hinese,2015.0,"dynamic semantics, intensification, epistemicity, y'\id\`\ing, sh\`\ib\`\i, chinese mandarin",1.0,0.6931471805599453,Q1,['dynamic semantics'],3
A Corpus-based Comparatively Study on the Semantic Features and Syntactic patterns of Y{\`o}u/H{\'a}i in {M}andarin {C}hinese,2015.0,"corpus, semantic feature, syntactic patterns, y\`ou/h\'ai, chinese mandarin",0.0,0.0,Q1,"['corpus', 'semantic feature', 'syntactic patterns']",1
An Empirical Study on Sentiment Classification of {C}hinese Review using Word Embedding,2015.0,"emprical study, extracting data, chinese review, word embedding",26.0,3.295836866004329,Q2,"['chinese review', 'word embedding']",2
Automatic Classification of Spoken Languages using Diverse Acoustic Features,2015.0,"automatic categorization, spoken language, acoustic features",2.0,1.0986122886681098,Q1,"['spoken language', 'acoustic features']",1
The Syntactic and Semantic Analysis of H{\v{e}}n {X} Constructions in Spoken Corpora,2015.0,"syntactic analysis, semantic analysis, h\ven x constructions, business",0.0,0.0,Q1,"['syntactic analysis', 'semantic analysis', 'business']",1
Methods and Tool for Constructing Phonetically-Balanced Materials for Speech Perception Testing: A Development of {T}hai Sentence-Length Materials,2015.0,"method, tool, constructing, phonetically-balanced materials, speech perceiver, develop, thai sentence",2.0,1.0986122886681098,Q1,"['method', 'tool', 'constructing', 'develop', 'thai sentence']",1
Graph Theoretic Features of the Adult Mental lexicon Predict Language Production in {M}andarin: Clustering Coefficient,2015.0,"graph theoretic features, adult mental lexicon, language product, mandarin, clustering coefficient",0.0,0.0,Q1,"['language product', 'mandarin']",3
"Measuring Popularity of Machine-Generated Sentences Using Term Count, Document Frequency, and Dependency Language Model",2015.0,"popularity, machine-generated sentences, term count, document frequency, dependency language model",2.0,1.0986122886681098,Q1,"['document frequency', 'dependency language model']",4
Acquiring distributed representations for verb-object pairs by using word2vec,2015.0,"distributed representation, verb-object pairs, word2vec",1.0,0.6931471805599453,Q1,"['distributed representation', 'word2vec']",3
Dependency parsing for {C}hinese long sentence: A second-stage main structure parsing method,2015.0,"dependency parses, chinese long sentence, two-stage parser",0.0,0.0,Q1,['dependency parses'],1
A Machine Learning Method to Distinguish Machine Translation from Human Translation,2015.0,"machine-learning, machine translate, human translation",8.0,2.19722457733622,Q2,"['machine translate', 'human translation']",0
"Proceedings of the 29th Pacific Asia Conference on Language, Information and Computation",2015.0,"29th pacific asia conference, english, information, computation",0.0,0.0,Q1,"['english', 'information', 'computation']",1
Two-level Word Class Categorization Model in Analytic Languages and Its Implications for {POS} Tagging in {M}odern {C}hinese Corpora,2015.0,"two-level classifier, analytic languages, implication, pos tagging, chinese corpora",0.0,0.0,Q1,"['implication', 'pos tagging', 'chinese corpora']",2
A Review of Corpus-based Statistical Models of Language Variation,2015.0,"corpus-based statistical models, language variation, review",1.0,0.6931471805599453,Q1,"['language variation', 'review']",2
Translation of Unseen Bigrams by Analogy Using an {SVM} Classifier,2015.0,"unseen bigrams, analogy, svm classifier",0.0,0.0,Q1,"['analogy', 'svm classifier']",0
Machine Translation Experiments on {PADIC}: A Parallel {A}rabic {DI}alect Corpus,2015.0,"machine translate, padic, black & white",62.0,4.143134726391533,Q3,['machine translate'],1
Computing Semantic Text Similarity Using Rich Features,2015.0,"computing, semantic text similarity, rich features",8.0,2.19722457733622,Q2,"['computing', 'semantic text similarity', 'rich features']",0
{M}echanical {T}urk-based Experiment vs Laboratory-based Experiment: A Case Study on the Comparison of Semantic Transparency Rating Data,2015.0,"mechanical turk-based experiment, laboratory-based experiment, semantic transparency, casestudy, comparison",13.0,2.6390573296152584,Q2,"['semantic transparency', 'comparison']",2
Discourse Relation Recognition by Comparing Various Units of Sentence Expression with Recursive Neural Network,2015.0,"discourse predictions, speeches, recursive neural network",1.0,0.6931471805599453,Q1,"['speeches', 'recursive neural network']",1
Bidirectional Long Short-Term Memory Networks for Relation Classification,2015.0,"bidirectional long short-term memory models, relation classification",157.0,5.062595033026967,Q4,['relation classification'],0
Distant Supervision for Entity Linking,2015.0,"distant supervision, entity linkage",10.0,2.3978952727983707,Q2,['distant supervision'],0
Fast and Large-scale Unsupervised Relation Extraction,2015.0,"fast, large-scale, unsupervised relation extraction",7.0,2.079441541679836,Q1,"['fast', 'large-scale', 'unsupervised relation extraction']",0
Reducing Lexical Features in Parsing by Word Embeddings,2015.0,"lexical features, parses, word embeddings",3.0,1.3862943611198906,Q1,"['lexical features', 'parses', 'word embeddings']",0
Unsupervised and Lightly Supervised Part-of-Speech Tagging Using Recurrent Neural Networks,2015.0,"unsupervised, lightly superviced, part-of-speech tagging, recurrent networks",15.0,2.772588722239781,Q2,"['unsupervised', 'part-of-speech tagging']",1
Identifying Prepositional Phrases in {C}hinese Patent Texts with Rule-based and {CRF} Methods,2015.0,"iwslt-2009 mt system, chinese patent texts, rule-based method, crf methods",0.0,0.0,Q1,['rule-based method'],2
Is {W}ikipedia Really Neutral? A Sentiment Perspective Study of War-related {W}ikipedia Articles since 1945,2015.0,"wikipedia, sentiment analysis, war-related wikipedia articles, 1945",4.0,1.6094379124341005,Q1,"['wikipedia', 'sentiment analysis']",2
Sentiment Analyzer with Rich Features for Ironic and Sarcastic Tweets,2015.0,"classification, rich features, ironic tweets, sarcastic memes",6.0,1.9459101490553128,Q1,"['classification', 'rich features']",1
Sentiment Classification of {A}rabic Documents: Experiments with multi-type features and ensemble algorithms,2015.0,"extracting data, arabic documents, multifeature, algorithms",24.0,3.218875824868201,Q2,"['arabic documents', 'algorithms']",1
The Invertible Construction in {C}hinese,2015.0,"invertible construction, chinese",0.0,0.0,Q1,['chinese'],1
A Comparative Study on {M}andarin and {C}antonese Resultative Verb Compounds,2015.0,"comparative, mandarin, cantonese, resultative verb compounds",0.0,0.0,Q1,"['comparative', 'mandarin', 'cantonese']",1
Complex-{NP} Islands in {K}orean: An Experimental Approach,2015.0,"complex-np islands, korean, experimental approach",4.0,1.6094379124341005,Q1,"['korean', 'experimental approach']",1
Two Types of Multiple Subject Constructions ({MSC}s) in {K}orean,2015.0,"multiple subject constructions (mscs), korean",1.0,0.6931471805599453,Q1,['korean'],1
{E}nglish to {C}hinese Translation: How {C}hinese Character Matters,2015.0,"english, chinese to english, chinese character",3.0,1.3862943611198906,Q1,"['english', 'chinese character']",0
Well-Formed Dependency to String translation with {BTG} Grammar,2015.0,"well-formed dependency, string translation, btg grammar",0.0,0.0,Q1,['string translation'],2
Annotation and Classification of {F}rench Feedback Communicative Functions,2015.0,"annotate, classification, french feedback, communicative functions",7.0,2.079441541679836,Q1,"['annotate', 'classification']",1
Automatic conversion of sentence-end expressions for utterance characterization of dialogue systems,2015.0,"automatic converter, sentence-end expressions, utterance classification, punjabi alphabet",12.0,2.5649493574615367,Q2,['utterance classification'],1
Auditory Synaesthesia and Near Synonyms: A Corpus-Based Analysis of sheng1 and yin1 in {M}andarin {C}hinese,2015.0,"synesthesia, near-synonym, corpus mining, sheng1, yin1, chinese mandarin",4.0,1.6094379124341005,Q1,"['near-synonym', 'corpus mining']",2
System Utterance Generation by Label Propagation over Association Graph of Words and Utterance Patterns for Open-Domain Dialogue Systems,2015.0,"german email corpus, label propagation, relation graph, words, utterance patterns, football world cup",9.0,2.302585092994046,Q2,"['label propagation', 'words']",1
The Cross-modal Representation of Metaphors,2015.0,"cross-modal representation, metaphors",0.0,0.0,Q1,['metaphors'],1
Writing to Read: the Case of {C}hinese,2015.0,"writing, read, chinese",6.0,1.9459101490553128,Q1,"['writing', 'read', 'chinese']",0
Design of a Learner Corpus for Listening and Speaking Performance,2015.0,"learner corpus, linguistic behavior, linguistic behavior",0.0,0.0,Q1,"['learner corpus', 'linguistic behavior', 'linguistic behavior']",0
When Embodiment Meets {G}enerative {L}exicon: The Human Body Part Metaphors in Sinica Corpus,2015.0,"embodiment, generative lexicon, human body part metaphors, sinica corpus",4.0,1.6094379124341005,Q1,"['embodiment', 'generative lexicon', 'sinica corpus']",1
Not Voice but Case Identity in {VP} Ellipsis of {E}nglish,2015.0,"voice, case identity, vp ellipsis, english",0.0,0.0,Q1,"['voice', 'vp ellipsis', 'english']",1
A Statistical Modeling of the Correlation between Island Effects and Working-memory Capacity for {L}2 Learners,2015.0,"statistical modeling, correlates, wh-islands, working-memory capacity, l3 learning",0.0,0.0,Q1,"['statistical modeling', 'correlates']",1
De-verbalization and Nominal Categories in {M}andarin {C}hinese: A corpus-driven study in both Mainland {M}andarin and {T}aiwan {M}andarin,2015.0,"verbalism, nominal categories, chinese mandarin, corpus-based bias, baseline results, taiwan mandarin",0.0,0.0,Q1,"['baseline results', 'taiwan mandarin']",1
Zero Object Resolution in {K}orean,2015.0,"zero object, resolution, korean",4.0,1.6094379124341005,Q1,"['resolution', 'korean']",1
Neural Network Language Model for {C}hinese {P}inyin Input Method Engine,2015.0,"neural system, language model, pinyin, input method",16.0,2.833213344056216,Q2,"['language model', 'pinyin', 'input method']",0
Real-time Detection and Sorting of News on Microblogging Platforms,2015.0,"real-time detection, sort, news, signbank",3.0,1.3862943611198906,Q1,"['sort', 'news']",0
Trouble information extraction based on a bootstrap approach from {T}witter,2015.0,"trouble information extraction, bootstrap approach, twitter",1.0,0.6931471805599453,Q1,"['bootstrap approach', 'twitter']",1
Using {T}witter Data to Infer Personal Values of {J}apanese Consumers,2015.0,"twitter data, personal values, japanese consumers",0.0,0.0,Q1,['twitter data'],2
Distant-supervised Language Model for Detecting Emotional Upsurge on {T}witter,2015.0,"unsupervised language model, path of motion, twitter",0.0,0.0,Q1,"['unsupervised language model', 'twitter']",0
Hybrid Method of Semi-supervised Learning and Feature Weighted Learning for Domain Adaptation of Document Classification,2015.0,"hybrid method, supervised data, feature-weight learning, domain adaptation, code classification",4.0,1.6094379124341005,Q1,"['hybrid method', 'domain adaptation']",0
Paraphrase Detection Based on Identical Phrase and Similar Word Matching,2015.0,"paraphrase detection, identical phrase, similar words",6.0,1.9459101490553128,Q1,"['paraphrase detection', 'similar words']",1
Multi-aspects Rating Prediction Using Aspect Words and Sentences,2015.0,"west african languages, aspect words, sentences",0.0,0.0,Q1,['sentences'],1
Cross-lingual Pseudo Relevance Feedback Based on Weak Relevant Topic Alignment,2015.0,"cross-lingual pseudo relevance, feedback, weak relevant topic alignment",0.0,0.0,Q1,['feedback'],1
Corpus annotation with a linguistic analysis of the associations between event mentions and spatial expressions,2015.0,"corpus annotation, linguistic analyses, associations, relu, spatial expressions",0.0,0.0,Q1,"['corpus annotation', 'linguistic analyses', 'associations', 'spatial expressions']",0
Recognizing Complex Negation on {T}witter,2015.0,"logical negation, twitter",3.0,1.3862943611198906,Q1,['twitter'],0
Topic Model for Identifying Suicidal Ideation in {C}hinese Microblog,2015.0,"topic model, suicidality, weibo messages",28.0,3.367295829986474,Q3,['topic model'],1
Predicting Sector Index Movement with Microblogging Public Mood Time Series on Social Issues,2015.0,"acknowledgment use, microblog, public mood time series, challenges",2.0,1.0986122886681098,Q1,"['microblog', 'challenges']",1
Proceedings of the 12th International Conference on Natural Language Processing,2015.0,"12th international conference, natural language processing",0.0,0.0,Q1,['natural language processing'],1
Keynote Lecture 1: Scientific Paper Analysis,2015.0,"information gain ratio, keynote",0.0,0.0,Q1,['keynote'],0
Addressing Class Imbalance in Grammatical Error Detection with Evaluation Metric Optimization,2015.0,"class imbalance, grammar error detection, evaluation metric optimization",0.0,0.0,Q1,['class imbalance'],1
Words are not Equal: Graded Weighting Model for Building Composite Document Vectors,2015.0,"words, weighting model, composite document vectors",9.0,2.302585092994046,Q2,"['words', 'weighting model']",1
Online Adspace Posts{'} Category Classification,2015.0,"online adspace, posts' category, classification",0.0,0.0,Q1,['classification'],2
Noun Phrase Chunking for {M}arathi using Distant Supervision,2015.0,"noun-phrase chunking, marathi, distant supervision",1.0,0.6931471805599453,Q1,"['marathi', 'distant supervision']",0
Self-Organizing Maps for Classification of a Multi-Labeled Corpus,2015.0,"self-organizing map, classification, labelled corpus",0.0,0.0,Q1,"['self-organizing map', 'classification']",0
Word Sense Disambiguation in {H}indi Language Using Hyperspace Analogue to Language and Fuzzy {C}-Means Clustering,2015.0,"word sense disambiguation, hindi, hyperspace analogue to language, fuzzy sets",7.0,2.079441541679836,Q1,"['word sense disambiguation', 'hindi']",1
Using Word Embeddings for Bilingual Unsupervised {WSD},2015.0,"word embeddings, bilingual, multi-relational",2.0,1.0986122886681098,Q1,"['word embeddings', 'bilingual', 'multi-relational']",0
Compositionality in {B}angla Compound Verbs and their Processing in the Mental Lexicon,2015.0,"compositionality, bangla compound verbs, process, live lexicons",0.0,0.0,Q1,"['compositionality', 'process']",1
{I}ndo{W}ord{N}et Dictionary: An Online Multilingual Dictionary using {I}ndo{W}ord{N}et,2015.0,"indowordnet, stock markets, indowordnet",1.0,0.6931471805599453,Q1,"['indowordnet', 'indowordnet']",0
Let Sense Bags Do Talking: Cross Lingual Word Semantic Similarity for {E}nglish and {H}indi,2015.0,"sense bags, distress, english, hindi",0.0,0.0,Q1,"['english', 'hindi']",1
A temporal expression recognition system for medical documents by,2015.0,"inference rule verification, medical documents",2.0,1.0986122886681098,Q1,['medical documents'],0
An unsupervised {EM} method to infer time variation in sense probabilities,2015.0,"unsupervised method, time variation, sense probabilities",1.0,0.6931471805599453,Q1,['unsupervised method'],2
Authorship Attribution in {B}engali Language,2015.0,"authorship, bangla language",16.0,2.833213344056216,Q2,['authorship'],0
An Empirical Study of Diversity of Word Alignment and its Symmetrization Techniques for System Combination,2015.0,"emprical study, diversity, text alignment, symmetrization techniques, combined systems",0.0,0.0,Q1,"['diversity', 'text alignment']",1
Extracting Information from {I}ndian First Names,2015.0,"information, indian first names",0.0,0.0,Q1,['information'],1
punct-An Alternative Verb Semantic Ontology Representation,2015.0,"punct, alternative verb, semantic ontology",0.0,0.0,Q1,"['punct', 'semantic ontology']",2
{SMT} Errors Requiring Grammatical Knowledge for Prevention,2015.0,"smt errors, grammatical knowledge, prevention",1.0,0.6931471805599453,Q1,"['grammatical knowledge', 'prevention']",2
Isolated Word Recognition System for {M}alayalam using Machine Learning,2015.0,"text recognition, malayalam, machine-learning",1.0,0.6931471805599453,Q1,"['text recognition', 'malayalam']",0
Text Normalization and Unit Selection for a Memory Based Non Uniform Unit Selection {TTS} in {M}alayalam,2015.0,"text smoothing, unit selection, memory based non uniform unit selection tts, malayalam",0.0,0.0,Q1,['malayalam'],1
Morphological Analyzer for {G}ujarati using Paradigm based approach with Knowledge based and Statistical Methods,2015.0,"turkish morphology, gujarati, paradigmatic approach, knowledge-based method, statistical methods",0.0,0.0,Q1,"['gujarati', 'knowledge-based method', 'statistical methods']",0
A Study on Divergence in {M}alayalam and {T}amil Language in Machine Translation Perceptive,2015.0,"divergent, malayalam, tamil language, machine translate",0.0,0.0,Q1,"['divergent', 'malayalam', 'tamil language', 'machine translate']",0
Logistic Regression for Automatic Lexical Level Morphological Paradigm Selection for {K}onkani Nouns,2015.0,"logistic regression, automatic lexical level, morphological paradigm, konkani",0.0,0.0,Q1,"['logistic regression', 'morphological paradigm', 'konkani']",1
An Approach to Collective Entity Linking,2015.0,"approach, global entity linking",0.0,0.0,Q1,['approach'],0
Development of Speech corpora for different Speech Recognition tasks in {M}alayalam language,2015.0,"speech corpora, speech recognition tasks, malayalam",2.0,1.0986122886681098,Q1,"['speech corpora', 'malayalam']",1
{POS} Tagging of {H}indi-{E}nglish Code Mixed Text from Social Media: Some Machine Learning Experiments,2015.0,"pos tagging, english-hindi code-mixed text, social media, machine-learning",20.0,3.044522437723423,Q2,"['pos tagging', 'social media']",0
Automated Analysis of {B}angla Poetry for Classification and Poet Identification,2015.0,"automated analysis, bangla poetry, classification, poet identification",17.0,2.8903717578961645,Q2,"['automated analysis', 'classification']",2
Sentence Boundary Detection for Social Media Text,2015.0,"proscript, social media text",12.0,2.5649493574615367,Q2,['social media text'],0
Mood Classification of {H}indi Songs based on Lyrics,2015.0,"mood classification, hindi songs, lyrics",15.0,2.772588722239781,Q2,"['mood classification', 'hindi songs', 'lyrics']",1
"Using Skipgrams, Bigrams, and Part of Speech Features for Sentiment Classification of {T}witter Messages",2015.0,"skipgrams, bigrams, part of speech features, extracting data, twitter messages",5.0,1.791759469228055,Q1,"['skipgrams', 'bigrams', 'twitter messages']",1
A Hybrid Approach for Bracketing Noun Sequence,2015.0,"hybrid approach, brackets, noun sequence",0.0,0.0,Q1,"['hybrid approach', 'noun sequence']",1
Simultaneous Feature Selection and Parameter Optimization Using Multi-objective Optimization for Sentiment Analysis,2015.0,"feature selection, parameter optimization, multiobjective optimization, sentiment analysis",0.0,0.0,Q1,"['feature selection', 'parameter optimization', 'sentiment analysis']",0
Detection of Multiword Expressions for {H}indi Language using Word Embeddings and {W}ord{N}et-based Features,2015.0,"multiword expressions, hindi, word embeddings, wordnet features",8.0,2.19722457733622,Q2,"['multiword expressions', 'hindi', 'word embeddings']",0
Augmenting Pivot based {SMT} with word segmentation,2015.0,"pivot-based smt, word segmentation",3.0,1.3862943611198906,Q1,"['pivot-based smt', 'word segmentation']",1
Using Multilingual Topic Models for Improved Alignment in {E}nglish-{H}indi {MT},2015.0,"multilingual topic model, align, english-hindi mt",3.0,1.3862943611198906,Q1,"['align', 'english-hindi mt']",1
Post-editing a chapter of a specialized textbook into 7 languages: importance of terminological proximity with {E}nglish for productivity,2015.0,"postediting, specialised texts, 7 languages, diachronic proximity, english, productivity",2.0,1.0986122886681098,Q1,"['postediting', '7 languages', 'english', 'productivity']",1
Generating Translation Corpora in Indic Languages:Cultivating Bilingual Texts for Cross Lingual Fertilization,2015.0,"variant corpora, indic language, bilingual texts, cross lingual",2.0,1.0986122886681098,Q1,"['bilingual texts', 'cross lingual']",0
Translation Quality and Effort: Options versus Post-editing,2015.0,"translation quality, effort, choice, postediting",1.0,0.6931471805599453,Q1,"['translation quality', 'effort', 'choice', 'postediting']",1
Investigating the potential of post-ordering {SMT} output to improve translation quality,2015.0,"post-ordering smt output, translation quality",0.0,0.0,Q1,['translation quality'],1
Applying {S}anskrit Concepts for Reordering in {MT},2015.0,"sanskrit concepts, reordering, p/2",2.0,1.0986122886681098,Q1,['reordering'],1
Dialogue Act Recognition for Text-based {S}inhala,2015.0,"dialogue act detection, text-based, sinhala",2.0,1.0986122886681098,Q1,"['text-based', 'sinhala']",0
A Semi Supervised Dialog Act Tagging for {T}elugu,2015.0,"semi supervised dialog act tagging, telugu",3.0,1.3862943611198906,Q1,['telugu'],1
Natural Language Processing for Solving Simple Word Problems,2015.0,"natural language processing, simple word problems",7.0,2.079441541679836,Q1,['natural language processing'],1
Analysis of Influence of {L}2 {E}nglish Speakers{'} Fluency on Occurrence and Duration of Sentence-medial Pauses in {E}nglish Readout Speech,2015.0,"l2, fluent, occurrence, duration, sentence-medial pauses, english readout speech",0.0,0.0,Q1,"['l2', 'fluent', 'occurrence', 'duration']",2
Acoustic Correlates of Voicing and Gemination in {B}angla,2015.0,"acoustic correlates, voicing, gemination, bangla",0.0,0.0,Q1,"['voicing', 'bangla']",2
Exploiting portability to build an {RBMT} prototype for a new source language,2015.0,"portability, rmt, source language",4.0,1.6094379124341005,Q1,"['portability', 'rmt', 'source language']",0
Building hybrid machine translation systems by using an {EBMT} preprocessor to create partial translations,2015.0,"hybrid machine translation system, ebmt preprocessor, partial translations",0.0,0.0,Q1,['hybrid machine translation system'],2
Using on-line available sources of bilingual information for word-level machine translation quality estimation,2015.0,"multiple on-line sources, bilingual information, word-level machine translation, quality estimates",8.0,2.19722457733622,Q2,['bilingual information'],1
A general framework for minimizing translation effort: towards a principled combination of translation technologies in computer-aided translation,2015.0,"legal framework, minimizing translation effort, principled combination, translation technologies, computer-aided translation",6.0,1.9459101490553128,Q1,"['legal framework', 'translation technologies', 'computer-aided translation']",2
Can Translation Memories afford not to use paraphrasing?,2015.0,"translation memories, paraphrasing",16.0,2.833213344056216,Q2,"['translation memories', 'paraphrasing']",0
The role of artificially generated negative data for quality estimation of machine translation,2015.0,"negative focus, quality estimates, machine translate",6.0,1.9459101490553128,Q1,['machine translate'],0
Post-Editing Evaluations: Trade-offs between Novice and Professional Participants,2015.0,"post-editing research, trade-offs, novice, professional participants",34.0,3.555348061489413,Q3,"['trade-offs', 'novice']",2
Benchmarking {SMT} Performance for {F}arsi Using the {TEP}++ Corpus,2015.0,"smt quality, farsi, tep++ corpus, benchmarking",7.0,2.079441541679836,Q1,"['farsi', 'benchmarking']",1
Identifying main obstacles for statistical machine translation of morphologically rich {S}outh {S}lavic languages,2015.0,"lightweight models, south slavic languages",12.0,2.5649493574615367,Q2,['south slavic languages'],0
Truly Exploring Multiple References for Machine Translation Evaluation,2015.0,"museums, machine translation evaluation",12.0,2.5649493574615367,Q2,['machine translation evaluation'],0
Searching for Context: a Study on Document-Level Labels for Translation Quality Estimation,2015.0,"context, document-level labels, translation quality",22.0,3.1354942159291497,Q2,"['context', 'translation quality']",1
Stripping Adjectives: Integration Techniques for Selective Stemming in {SMT} Systems,2015.0,"adjectives, integration methods, selective stemming, smt system",2.0,1.0986122886681098,Q1,"['adjectives', 'smt system']",2
Evaluating machine translation for assimilation via a gap-filling task,2015.0,"machine translate, assimilation, gap-filling task",10.0,2.3978952727983707,Q2,"['machine translate', 'assimilation']",1
Unsupervised training of maximum-entropy models for lexical selection in rule-based machine translation,2015.0,"parser self-training, linear, lexical selection, word aligner",3.0,1.3862943611198906,Q1,"['linear', 'lexical selection', 'word aligner']",0
Assessing linguistically aware fuzzy matching in translation memories,2015.0,"inforex, translation memories",15.0,2.772588722239781,Q2,"['inforex', 'translation memories']",0
"Integrating a Large, Monolingual Corpus as Translation Memory into Statistical Machine Translation",2015.0,"small, corpus monolingues, volume 31, lightweight models",5.0,1.791759469228055,Q1,['small'],0
Target-Side Generation of Prepositions for {SMT},2015.0,"target-side generation, preposition, smt (statistical machine translation)",3.0,1.3862943611198906,Q1,"['preposition', 'smt (statistical machine translation)']",1
Word Alignment Based Parallel Corpora Evaluation and Cleaning Using Machine Learning Techniques,2015.0,"text alignment, parallel corpora, evaluate, cleaning, multimodal behaviors",11.0,2.4849066497880004,Q2,"['text alignment', 'parallel corpora', 'evaluate', 'cleaning']",0
Pre-reordering for Statistical Machine Translation of Non-fictional Subtitles,2015.0,"pre-reordering, lightweight models, non-fictional subtitles",0.0,0.0,Q1,['pre-reordering'],1
{SMT} at the International Maritime Organization: experiences with combining in-house corpora with out-of-domain corpora,2015.0,"smt (statistical machine translation), international maritime organization, in-house corpus, out-of-domain corpus",2.0,1.0986122886681098,Q1,['smt (statistical machine translation)'],2
Evaluation of the domain adaptation of {MT} systems in {ACCURAT},2015.0,"domain adaptation, mt system, accurat",0.0,0.0,Q1,"['domain adaptation', 'mt system', 'accurat']",0
"The {ACCEPT} Academic Portal: Bringing Together Pre-editing, {MT} and Post-editing into a Learning Environment",2015.0,"accept academic portal, pre-editing, mt, postediting, academic environment",0.0,0.0,Q1,"['pre-editing', 'mt', 'postediting']",1
{R}ussian-{C}hinese Sentence-level Aligned News Corpus,2015.0,"russian, chinese, temporally annotated corpora",4.0,1.6094379124341005,Q1,"['russian', 'chinese']",0
{MT}-enhanced fuzzy matching with Transit {NXT} and {STAR} {M}oses,2015.0,"mt-enhanced fuzzy matching, transit nxt, moses",2.0,1.0986122886681098,Q1,['moses'],2
{T}ra{MOOC}: Translation for Massive Open Online Courses,2015.0,"tramooc, translate, massive open online course",1.0,0.6931471805599453,Q1,"['tramooc', 'translate', 'massive open online course']",1
Streamlining Translation Workflows with {S}tyle{S}corer,2015.0,"translation workflow, stylescorer",0.0,0.0,Q1,['translation workflow'],1
{O}kapi+{Q}u{E}st: Translation Quality Estimation within Okapi,2015.0,"okapi, quest, translation quality",1.0,0.6931471805599453,Q1,"['quest', 'translation quality']",0
{LTC} {K}now{H}ow: Empowering the Social Enterprise in the Language Industry,2015.0,"ltc knowhow, social enterprise, language theory",0.0,0.0,Q1,['language theory'],2
{A}bu-{M}a{T}ran: Automatic building of Machine Translation,2015.0,"abu-matran, automated building, machine translate",1.0,0.6931471805599453,Q1,"['abu-matran', 'machine translate']",0
