Title,Year,Important Words,Citations,Log_Citations,Quartile,Filtered Words,Novelty Score
Polarity Classification of Short Product Reviews via Multiple Cluster-based {SVM} Classifiers,2015.0,"coreference data, short product reviews, multiple cluster-based svm classifiers",9.0,2.302585092994046,Q3,['coreference data'],-2.718074876284504e-09
Automatic Classification of Spoken Languages using Diverse Acoustic Features,2015.0,"automatic categorization, spoken language, acoustic features",2.0,1.0986122886681098,Q1,"['spoken language', 'acoustic features']",0.3781480860944004
The Syntactic and Semantic Analysis of H{\v{e}}n {X} Constructions in Spoken Corpora,2015.0,"syntactic analysis, semantic analysis, h\ven x constructions, business",0.0,0.0,Q1,"['syntactic analysis', 'semantic analysis', 'business']",0.24509658298306725
Methods and Tool for Constructing Phonetically-Balanced Materials for Speech Perception Testing: A Development of {T}hai Sentence-Length Materials,2015.0,"method, tool, constructing, phonetically-balanced materials, speech perceiver, develop, thai sentence",2.0,1.0986122886681098,Q1,"['method', 'tool', 'constructing', 'develop', 'thai sentence']",0.2565291461815019
Graph Theoretic Features of the Adult Mental lexicon Predict Language Production in {M}andarin: Clustering Coefficient,2015.0,"graph theoretic features, adult mental lexicon, language product, mandarin, clustering coefficient",0.0,0.0,Q1,"['language product', 'mandarin']",0.4120500074744421
Feature Reduction Using Ensemble Approach,2015.0,"feature reduction, ensemble strategy",0.0,0.0,Q1,['feature reduction'],0.025073565275772425
"Measuring Popularity of Machine-Generated Sentences Using Term Count, Document Frequency, and Dependency Language Model",2015.0,"popularity, machine-generated sentences, term count, document frequency, dependency language model",2.0,1.0986122886681098,Q1,"['document frequency', 'dependency language model']",0.14963350921020757
Acquiring distributed representations for verb-object pairs by using word2vec,2015.0,"distributed representation, verb-object pairs, word2vec",1.0,0.6931471805599453,Q1,"['distributed representation', 'word2vec']",0.7081998119848321
Dependency parsing for {C}hinese long sentence: A second-stage main structure parsing method,2015.0,"dependency parses, chinese long sentence, two-stage parser",0.0,0.0,Q1,['dependency parses'],0.13470890402862112
A Machine Learning Method to Distinguish Machine Translation from Human Translation,2015.0,"machine-learning, machine translate, human translation",8.0,2.19722457733622,Q3,"['machine translate', 'human translation']",0.682841286328119
"Proceedings of the 29th Pacific Asia Conference on Language, Information and Computation",2015.0,"29th pacific asia conference, english, information, computation",0.0,0.0,Q1,"['english', 'information', 'computation']",0.401677981644683
Two-level Word Class Categorization Model in Analytic Languages and Its Implications for {POS} Tagging in {M}odern {C}hinese Corpora,2015.0,"two-level classifier, analytic languages, implication, pos tagging, chinese corpora",0.0,0.0,Q1,"['implication', 'pos tagging', 'chinese corpora']",0.27184186887834694
A Review of Corpus-based Statistical Models of Language Variation,2015.0,"corpus-based statistical models, language variation, review",1.0,0.6931471805599453,Q1,"['language variation', 'review']",0.7041026313513257
Translation of Unseen Bigrams by Analogy Using an {SVM} Classifier,2015.0,"unseen bigrams, analogy, svm classifier",0.0,0.0,Q1,"['analogy', 'svm classifier']",0.38611220745099456
Machine Translation Experiments on {PADIC}: A Parallel {A}rabic {DI}alect Corpus,2015.0,"machine translate, padic, black & white",62.0,4.143134726391533,Q4,['machine translate'],0.6928981658583717
Computing Semantic Text Similarity Using Rich Features,2015.0,"computing, semantic text similarity, rich features",8.0,2.19722457733622,Q3,"['computing', 'semantic text similarity', 'rich features']",0.14634786398339705
{M}echanical {T}urk-based Experiment vs Laboratory-based Experiment: A Case Study on the Comparison of Semantic Transparency Rating Data,2015.0,"mechanical turk-based experiment, laboratory-based experiment, semantic transparency, casestudy, comparison",13.0,2.6390573296152584,Q3,"['semantic transparency', 'comparison']",0.25491803426458226
Discourse Relation Recognition by Comparing Various Units of Sentence Expression with Recursive Neural Network,2015.0,"discourse predictions, speeches, recursive neural network",1.0,0.6931471805599453,Q1,"['speeches', 'recursive neural network']",0.696061247536906
Bidirectional Long Short-Term Memory Networks for Relation Classification,2015.0,"bidirectional long short-term memory models, relation classification",157.0,5.062595033026967,Q4,['relation classification'],0.7891117412750509
Distant Supervision for Entity Linking,2015.0,"distant supervision, entity linkage",10.0,2.3978952727983707,Q3,['distant supervision'],0.7481858462062669
Toward Algorithmic Discovery of Biographical Information in Local Gazetteers of {A}ncient {C}hina,2015.0,"syntax based smt, biographical data, soft gazetteers, ancient china",4.0,1.6094379124341005,Q2,['biographical data'],0.321394681472047
Fast and Large-scale Unsupervised Relation Extraction,2015.0,"fast, large-scale, unsupervised relation extraction",7.0,2.079441541679836,Q2,"['fast', 'large-scale', 'unsupervised relation extraction']",0.507429914445144
Reducing Lexical Features in Parsing by Word Embeddings,2015.0,"lexical features, parses, word embeddings",3.0,1.3862943611198906,Q2,"['lexical features', 'parses', 'word embeddings']",0.4927574214815836
Unsupervised and Lightly Supervised Part-of-Speech Tagging Using Recurrent Neural Networks,2015.0,"unsupervised, lightly superviced, part-of-speech tagging, recurrent networks",15.0,2.772588722239781,Q3,"['unsupervised', 'part-of-speech tagging']",0.497981247364651
Identifying Prepositional Phrases in {C}hinese Patent Texts with Rule-based and {CRF} Methods,2015.0,"iwslt-2009 mt system, chinese patent texts, rule-based method, crf methods",0.0,0.0,Q1,['rule-based method'],0.46792537429043446
Is {W}ikipedia Really Neutral? A Sentiment Perspective Study of War-related {W}ikipedia Articles since 1945,2015.0,"wikipedia, sentiment analysis, war-related wikipedia articles, 1945",4.0,1.6094379124341005,Q2,"['wikipedia', 'sentiment analysis']",0.6136759520413044
Sentiment Analyzer with Rich Features for Ironic and Sarcastic Tweets,2015.0,"classification, rich features, ironic tweets, sarcastic memes",6.0,1.9459101490553128,Q2,"['classification', 'rich features']",0.4274190324999269
Sentiment Classification of {A}rabic Documents: Experiments with multi-type features and ensemble algorithms,2015.0,"extracting data, arabic documents, multifeature, algorithms",24.0,3.218875824868201,Q4,"['arabic documents', 'algorithms']",0.12770785491981568
The Invertible Construction in {C}hinese,2015.0,"invertible construction, chinese",0.0,0.0,Q1,['chinese'],0.3556185150085487
A Comparative Study on {M}andarin and {C}antonese Resultative Verb Compounds,2015.0,"comparative, mandarin, cantonese, resultative verb compounds",0.0,0.0,Q1,"['comparative', 'mandarin', 'cantonese']",0.47273824110050916
Complex-{NP} Islands in {K}orean: An Experimental Approach,2015.0,"complex-np islands, korean, experimental approach",4.0,1.6094379124341005,Q2,"['korean', 'experimental approach']",0.1734720599130256
Two Types of Multiple Subject Constructions ({MSC}s) in {K}orean,2015.0,"multiple subject constructions (mscs), korean",1.0,0.6931471805599453,Q1,['korean'],0.34198611387822986
A Large-scale Study of Statistical Machine Translation Methods for {K}hmer Language,2015.0,"large-scale study, machine-translation approach, khmer-english",7.0,2.079441541679836,Q2,['large-scale study'],0.03901431576227521
{E}nglish to {C}hinese Translation: How {C}hinese Character Matters,2015.0,"english, chinese to english, chinese character",3.0,1.3862943611198906,Q2,"['english', 'chinese character']",0.37365481540072515
Well-Formed Dependency to String translation with {BTG} Grammar,2015.0,"well-formed dependency, string translation, btg grammar",0.0,0.0,Q1,['string translation'],0.1312892031332441
Large-scale Dictionary Construction via Pivot-based Statistical Machine Translation with Significance Pruning and Neural Network Features,2015.0,"large-scale dictionary, phrase pivot, significance pruning, neural image",5.0,1.791759469228055,Q2,"['phrase pivot', 'neural image']",0.3310485770352295
Annotation and Classification of {F}rench Feedback Communicative Functions,2015.0,"annotate, classification, french feedback, communicative functions",7.0,2.079441541679836,Q2,"['annotate', 'classification']",0.5965522599173589
Automatic conversion of sentence-end expressions for utterance characterization of dialogue systems,2015.0,"automatic converter, sentence-end expressions, utterance classification, punjabi alphabet",12.0,2.5649493574615367,Q3,['utterance classification'],2.341604020794641e-06
Auditory Synaesthesia and Near Synonyms: A Corpus-Based Analysis of sheng1 and yin1 in {M}andarin {C}hinese,2015.0,"synesthesia, near-synonym, corpus mining, sheng1, yin1, chinese mandarin",4.0,1.6094379124341005,Q2,"['near-synonym', 'corpus mining']",0.34293665871921636
System Utterance Generation by Label Propagation over Association Graph of Words and Utterance Patterns for Open-Domain Dialogue Systems,2015.0,"german email corpus, label propagation, relation graph, words, utterance patterns, football world cup",9.0,2.302585092994046,Q3,"['label propagation', 'words']",0.3655234412650304
The Cross-modal Representation of Metaphors,2015.0,"cross-modal representation, metaphors",0.0,0.0,Q1,['metaphors'],0.4044139430501916
Writing to Read: the Case of {C}hinese,2015.0,"writing, read, chinese",6.0,1.9459101490553128,Q2,"['writing', 'read', 'chinese']",0.5591150995448576
Design of a Learner Corpus for Listening and Speaking Performance,2015.0,"learner corpus, linguistic behavior, linguistic behavior",0.0,0.0,Q1,"['learner corpus', 'linguistic behavior', 'linguistic behavior']",0.09948070192790497
Understanding Infants{'} Language Development in Relation to Levels of Consciousness: An Approach in Building up an Agent-based Model,2015.0,"infants' language development, levels of consciousness, agent-based model",0.0,0.0,Q1,['agent-based model'],0.872625752995999
Self Syntactico-Semantic Enrichment of {LMF} Normalized Dictionaries,2015.0,"lexico-semantic annotation, lmf-normalized dictionaries",0.0,0.0,Q1,['lexico-semantic annotation'],0.1500962022777177
When Embodiment Meets {G}enerative {L}exicon: The Human Body Part Metaphors in Sinica Corpus,2015.0,"embodiment, generative lexicon, human body part metaphors, sinica corpus",4.0,1.6094379124341005,Q2,"['embodiment', 'generative lexicon', 'sinica corpus']",0.13089687197700603
Not Voice but Case Identity in {VP} Ellipsis of {E}nglish,2015.0,"voice, case identity, vp ellipsis, english",0.0,0.0,Q1,"['voice', 'vp ellipsis', 'english']",0.28140951753787047
A Statistical Modeling of the Correlation between Island Effects and Working-memory Capacity for {L}2 Learners,2015.0,"statistical modeling, correlates, wh-islands, working-memory capacity, l3 learning",0.0,0.0,Q1,"['statistical modeling', 'correlates']",0.3995711747467959
De-verbalization and Nominal Categories in {M}andarin {C}hinese: A corpus-driven study in both Mainland {M}andarin and {T}aiwan {M}andarin,2015.0,"verbalism, nominal categories, chinese mandarin, corpus-based bias, baseline results, taiwan mandarin",0.0,0.0,Q1,"['baseline results', 'taiwan mandarin']",0.4005887607515427
Zero Object Resolution in {K}orean,2015.0,"zero object, resolution, korean",4.0,1.6094379124341005,Q2,"['resolution', 'korean']",0.3654525250778646
Neural Network Language Model for {C}hinese {P}inyin Input Method Engine,2015.0,"neural system, language model, pinyin, input method",16.0,2.833213344056216,Q3,"['language model', 'pinyin', 'input method']",0.4337238624779798
Real-time Detection and Sorting of News on Microblogging Platforms,2015.0,"real-time detection, sort, news, signbank",3.0,1.3862943611198906,Q2,"['sort', 'news']",0.5286573760400402
Trouble information extraction based on a bootstrap approach from {T}witter,2015.0,"trouble information extraction, bootstrap approach, twitter",1.0,0.6931471805599453,Q1,"['bootstrap approach', 'twitter']",0.3076818996426837
Using {T}witter Data to Infer Personal Values of {J}apanese Consumers,2015.0,"twitter data, personal values, japanese consumers",0.0,0.0,Q1,['twitter data'],0.7979810175790893
Distant-supervised Language Model for Detecting Emotional Upsurge on {T}witter,2015.0,"unsupervised language model, path of motion, twitter",0.0,0.0,Q1,"['unsupervised language model', 'twitter']",0.30744171169561973
Hybrid Method of Semi-supervised Learning and Feature Weighted Learning for Domain Adaptation of Document Classification,2015.0,"hybrid method, supervised data, feature-weight learning, domain adaptation, code classification",4.0,1.6094379124341005,Q2,"['hybrid method', 'domain adaptation']",0.35657973855318
Paraphrase Detection Based on Identical Phrase and Similar Word Matching,2015.0,"paraphrase detection, identical phrase, similar words",6.0,1.9459101490553128,Q2,"['paraphrase detection', 'similar words']",0.37448965123531897
Multi-aspects Rating Prediction Using Aspect Words and Sentences,2015.0,"west african languages, aspect words, sentences",0.0,0.0,Q1,['sentences'],0.371746582176958
Cross-lingual Pseudo Relevance Feedback Based on Weak Relevant Topic Alignment,2015.0,"cross-lingual pseudo relevance, feedback, weak relevant topic alignment",0.0,0.0,Q1,['feedback'],0.6580662097911707
Corpus annotation with a linguistic analysis of the associations between event mentions and spatial expressions,2015.0,"corpus annotation, linguistic analyses, associations, relu, spatial expressions",0.0,0.0,Q1,"['corpus annotation', 'linguistic analyses', 'associations', 'spatial expressions']",0.09609220337511523
Recognizing Complex Negation on {T}witter,2015.0,"logical negation, twitter",3.0,1.3862943611198906,Q2,['twitter'],0.6148834194239643
Topic Model for Identifying Suicidal Ideation in {C}hinese Microblog,2015.0,"topic model, suicidality, weibo messages",28.0,3.367295829986474,Q4,['topic model'],0.5430464891791769
Predicting Sector Index Movement with Microblogging Public Mood Time Series on Social Issues,2015.0,"acknowledgment use, microblog, public mood time series, challenges",2.0,1.0986122886681098,Q1,"['microblog', 'challenges']",0.5884526774572401
Proceedings of the 12th International Conference on Natural Language Processing,2015.0,"12th international conference, natural language processing",0.0,0.0,Q1,['natural language processing'],0.5608083317183246
Keynote Lecture 1: Scientific Paper Analysis,2015.0,"information gain ratio, keynote",0.0,0.0,Q1,['keynote'],0.0009526340250988197
Addressing Class Imbalance in Grammatical Error Detection with Evaluation Metric Optimization,2015.0,"class imbalance, grammar error detection, evaluation metric optimization",0.0,0.0,Q1,['class imbalance'],-1.5695977850782583e-10
Words are not Equal: Graded Weighting Model for Building Composite Document Vectors,2015.0,"words, weighting model, composite document vectors",9.0,2.302585092994046,Q3,"['words', 'weighting model']",0.19191030830721784
Online Adspace Posts{'} Category Classification,2015.0,"online adspace, posts' category, classification",0.0,0.0,Q1,['classification'],0.6798061889686358
Noun Phrase Chunking for {M}arathi using Distant Supervision,2015.0,"noun-phrase chunking, marathi, distant supervision",1.0,0.6931471805599453,Q1,"['marathi', 'distant supervision']",0.7879060351616154
Self-Organizing Maps for Classification of a Multi-Labeled Corpus,2015.0,"self-organizing map, classification, labelled corpus",0.0,0.0,Q1,"['self-organizing map', 'classification']",0.3400645669220253
Word Sense Disambiguation in {H}indi Language Using Hyperspace Analogue to Language and Fuzzy {C}-Means Clustering,2015.0,"word sense disambiguation, hindi, hyperspace analogue to language, fuzzy sets",7.0,2.079441541679836,Q2,"['word sense disambiguation', 'hindi']",0.431270488764057
Using Word Embeddings for Bilingual Unsupervised {WSD},2015.0,"word embeddings, bilingual, multi-relational",2.0,1.0986122886681098,Q1,"['word embeddings', 'bilingual', 'multi-relational']",0.41055345505398094
Compositionality in {B}angla Compound Verbs and their Processing in the Mental Lexicon,2015.0,"compositionality, bangla compound verbs, process, live lexicons",0.0,0.0,Q1,"['compositionality', 'process']",0.5079264682008439
{I}ndo{W}ord{N}et Dictionary: An Online Multilingual Dictionary using {I}ndo{W}ord{N}et,2015.0,"indowordnet, stock markets, indowordnet",1.0,0.6931471805599453,Q1,"['indowordnet', 'indowordnet']",0.8067173172381641
Let Sense Bags Do Talking: Cross Lingual Word Semantic Similarity for {E}nglish and {H}indi,2015.0,"sense bags, distress, english, hindi",0.0,0.0,Q1,"['english', 'hindi']",0.4929530907820532
A temporal expression recognition system for medical documents by,2015.0,"inference rule verification, medical documents",2.0,1.0986122886681098,Q1,['medical documents'],0.627037097412978
An unsupervised {EM} method to infer time variation in sense probabilities,2015.0,"unsupervised method, time variation, sense probabilities",1.0,0.6931471805599453,Q1,['unsupervised method'],0.3446526623543984
Authorship Attribution in {B}engali Language,2015.0,"authorship, bangla language",16.0,2.833213344056216,Q3,['authorship'],0.5593341512713406
{T}rans{C}hat: Cross-Lingual Instant Messaging for {I}ndian Languages,2015.0,"transchat, semantic concordance, indian english",1.0,0.6931471805599453,Q1,['semantic concordance'],0.0016084237632292275
An Empirical Study of Diversity of Word Alignment and its Symmetrization Techniques for System Combination,2015.0,"emprical study, diversity, text alignment, symmetrization techniques, combined systems",0.0,0.0,Q1,"['diversity', 'text alignment']",0.4710760099119627
Extracting Information from {I}ndian First Names,2015.0,"information, indian first names",0.0,0.0,Q1,['information'],0.45592522899296095
punct-An Alternative Verb Semantic Ontology Representation,2015.0,"punct, alternative verb, semantic ontology",0.0,0.0,Q1,"['punct', 'semantic ontology']",0.18975238693145013
{SMT} Errors Requiring Grammatical Knowledge for Prevention,2015.0,"smt errors, grammatical knowledge, prevention",1.0,0.6931471805599453,Q1,"['grammatical knowledge', 'prevention']",0.35128622623765837
Isolated Word Recognition System for {M}alayalam using Machine Learning,2015.0,"text recognition, malayalam, machine-learning",1.0,0.6931471805599453,Q1,"['text recognition', 'malayalam']",0.4647074089218323
Text Normalization and Unit Selection for a Memory Based Non Uniform Unit Selection {TTS} in {M}alayalam,2015.0,"text smoothing, unit selection, memory based non uniform unit selection tts, malayalam",0.0,0.0,Q1,['malayalam'],0.6684116096039361
Morphological Analyzer for {G}ujarati using Paradigm based approach with Knowledge based and Statistical Methods,2015.0,"turkish morphology, gujarati, paradigmatic approach, knowledge-based method, statistical methods",0.0,0.0,Q1,"['gujarati', 'knowledge-based method', 'statistical methods']",0.2540835413194721
A Study on Divergence in {M}alayalam and {T}amil Language in Machine Translation Perceptive,2015.0,"divergent, malayalam, tamil language, machine translate",0.0,0.0,Q1,"['divergent', 'malayalam', 'tamil language', 'machine translate']",0.4032798437894135
Logistic Regression for Automatic Lexical Level Morphological Paradigm Selection for {K}onkani Nouns,2015.0,"logistic regression, automatic lexical level, morphological paradigm, konkani",0.0,0.0,Q1,"['logistic regression', 'morphological paradigm', 'konkani']",0.32082699878472315
An Approach to Collective Entity Linking,2015.0,"approach, global entity linking",0.0,0.0,Q1,['approach'],0.48753665264664414
Development of Speech corpora for different Speech Recognition tasks in {M}alayalam language,2015.0,"speech corpora, speech recognition tasks, malayalam",2.0,1.0986122886681098,Q1,"['speech corpora', 'malayalam']",0.49184418122227175
{POS} Tagging of {H}indi-{E}nglish Code Mixed Text from Social Media: Some Machine Learning Experiments,2015.0,"pos tagging, english-hindi code-mixed text, social media, machine-learning",20.0,3.044522437723423,Q4,"['pos tagging', 'social media']",0.6599373185735353
Automated Analysis of {B}angla Poetry for Classification and Poet Identification,2015.0,"automated analysis, bangla poetry, classification, poet identification",17.0,2.8903717578961645,Q3,"['automated analysis', 'classification']",0.7541897626396079
Sentence Boundary Detection for Social Media Text,2015.0,"proscript, social media text",12.0,2.5649493574615367,Q3,['social media text'],0.8582203088186116
Mood Classification of {H}indi Songs based on Lyrics,2015.0,"mood classification, hindi songs, lyrics",15.0,2.772588722239781,Q3,"['mood classification', 'hindi songs', 'lyrics']",0.21855214301778955
"Using Skipgrams, Bigrams, and Part of Speech Features for Sentiment Classification of {T}witter Messages",2015.0,"skipgrams, bigrams, part of speech features, extracting data, twitter messages",5.0,1.791759469228055,Q2,"['skipgrams', 'bigrams', 'twitter messages']",0.15085063228317888
A Hybrid Approach for Bracketing Noun Sequence,2015.0,"hybrid approach, brackets, noun sequence",0.0,0.0,Q1,"['hybrid approach', 'noun sequence']",0.148244517996445
Simultaneous Feature Selection and Parameter Optimization Using Multi-objective Optimization for Sentiment Analysis,2015.0,"feature selection, parameter optimization, multiobjective optimization, sentiment analysis",0.0,0.0,Q1,"['feature selection', 'parameter optimization', 'sentiment analysis']",0.5152599214168629
Detection of Multiword Expressions for {H}indi Language using Word Embeddings and {W}ord{N}et-based Features,2015.0,"multiword expressions, hindi, word embeddings, wordnet features",8.0,2.19722457733622,Q3,"['multiword expressions', 'hindi', 'word embeddings']",0.6346979640454643
Augmenting Pivot based {SMT} with word segmentation,2015.0,"pivot-based smt, word segmentation",3.0,1.3862943611198906,Q2,"['pivot-based smt', 'word segmentation']",0.15495673133985205
Using Multilingual Topic Models for Improved Alignment in {E}nglish-{H}indi {MT},2015.0,"multilingual topic model, align, english-hindi mt",3.0,1.3862943611198906,Q2,"['align', 'english-hindi mt']",0.1918969783304904
Triangulation of Reordering Tables: An Advancement Over Phrase Table Triangulation in Pivot-Based {SMT},2015.0,"triangulation of reordering tables, avances, phrase table triangulation, pivot-based smt",1.0,0.6931471805599453,Q1,['pivot-based smt'],-0.005864128554383896
Post-editing a chapter of a specialized textbook into 7 languages: importance of terminological proximity with {E}nglish for productivity,2015.0,"postediting, specialised texts, 7 languages, diachronic proximity, english, productivity",2.0,1.0986122886681098,Q1,"['postediting', '7 languages', 'english', 'productivity']",0.22198689210799755
Generating Translation Corpora in Indic Languages:Cultivating Bilingual Texts for Cross Lingual Fertilization,2015.0,"variant corpora, indic language, bilingual texts, cross lingual",2.0,1.0986122886681098,Q1,"['bilingual texts', 'cross lingual']",0.24204219008584515
Translation Quality and Effort: Options versus Post-editing,2015.0,"translation quality, effort, choice, postediting",1.0,0.6931471805599453,Q1,"['translation quality', 'effort', 'choice', 'postediting']",0.39395411042164075
Investigating the potential of post-ordering {SMT} output to improve translation quality,2015.0,"post-ordering smt output, translation quality",0.0,0.0,Q1,['translation quality'],0.4572896164509287
Applying {S}anskrit Concepts for Reordering in {MT},2015.0,"sanskrit concepts, reordering, p/2",2.0,1.0986122886681098,Q1,['reordering'],0.20886899434062733
Dialogue Act Recognition for Text-based {S}inhala,2015.0,"dialogue act detection, text-based, sinhala",2.0,1.0986122886681098,Q1,"['text-based', 'sinhala']",0.6525928883643972
A Semi Supervised Dialog Act Tagging for {T}elugu,2015.0,"semi supervised dialog act tagging, telugu",3.0,1.3862943611198906,Q2,['telugu'],0.5869339187175554
Natural Language Processing for Solving Simple Word Problems,2015.0,"natural language processing, simple word problems",7.0,2.079441541679836,Q2,['natural language processing'],0.5608083317183246
Analysis of Influence of {L}2 {E}nglish Speakers{'} Fluency on Occurrence and Duration of Sentence-medial Pauses in {E}nglish Readout Speech,2015.0,"l2, fluent, occurrence, duration, sentence-medial pauses, english readout speech",0.0,0.0,Q1,"['l2', 'fluent', 'occurrence', 'duration']",0.5658801343169191
Acoustic Correlates of Voicing and Gemination in {B}angla,2015.0,"acoustic correlates, voicing, gemination, bangla",0.0,0.0,Q1,"['voicing', 'bangla']",0.7231026170855046
Exploiting portability to build an {RBMT} prototype for a new source language,2015.0,"portability, rmt, source language",4.0,1.6094379124341005,Q2,"['portability', 'rmt', 'source language']",0.3177934094982081
Building hybrid machine translation systems by using an {EBMT} preprocessor to create partial translations,2015.0,"hybrid machine translation system, ebmt preprocessor, partial translations",0.0,0.0,Q1,['hybrid machine translation system'],-0.13025696394865927
Using on-line available sources of bilingual information for word-level machine translation quality estimation,2015.0,"multiple on-line sources, bilingual information, word-level machine translation, quality estimates",8.0,2.19722457733622,Q3,['bilingual information'],0.5344394477427067
A general framework for minimizing translation effort: towards a principled combination of translation technologies in computer-aided translation,2015.0,"legal framework, minimizing translation effort, principled combination, translation technologies, computer-aided translation",6.0,1.9459101490553128,Q2,"['legal framework', 'translation technologies', 'computer-aided translation']",0.4399910151763902
Can Translation Memories afford not to use paraphrasing?,2015.0,"translation memories, paraphrasing",16.0,2.833213344056216,Q3,"['translation memories', 'paraphrasing']",0.25787776260525475
The role of artificially generated negative data for quality estimation of machine translation,2015.0,"negative focus, quality estimates, machine translate",6.0,1.9459101490553128,Q2,['machine translate'],0.6928981658583717
The potential and limits of lay post-editing in an online community,2015.0,"lay post-editing, web community",3.0,1.3862943611198906,Q2,['web community'],0.0
