Unique_Word,Count
pronominal verbs,2
bagpipe,2
thai transliteration,2
learning bilingual embeddings,2
fine-tune bert,2
offenseval,2
animated images,2
bengali parser,2
compound type identification,2
hostility,2
location indicative words,2
uhh-lt,2
multi-embedding ensemble,2
propaganda span detection,2
disaster analysis,2
rescue,2
geospatial visualization,2
english articles,2
dropped words,2
offensive speech detection,2
syntax-ignorant n-gram embeddings,2
bert features,2
automatic complexity analysis,2
weighted ensemble,2
monolingual text production,2
lee,2
nlpup,2
incremental sentence processing,2
real,2
(un)supervised neural text generation,2
disease names,2
patient data de-identification,2
theory of translation,2
iit gandhinagar,2
2015 machine transliteration shared task,2
monolingual bertology,2
online debate forums,2
defi,2
flow of events,2
time-aware language models,2
contextualized stance control,2
healthcare-associated infections,2
derivation models,2
survival analysis,2
sample size,2
meme analysis,2
target embeddings,2
mtor pathway,2
code-switch languages,2
biotope,2
svr (support vector regression),2
feature augmented text generation,2
meme emotions,2
cn-hit-mi.t,2
gundapusunil,2
bimodal sentiment analysis,2
hyperedge infusion,2
resultative phrases,2
form-meaning relations,2
nit-agartala-nlp-team,2
gmm (gaussian mixture model),2
clausal complementation,2
extensible metagrammar,2
supervised metaphor detection,2
language impact,2
eventive information,2
achilles,2
human-bot interaction,2
feedforward neural network,2
journey,2
truecasing,2
newspaper comments,2
topic model analysis,2
pretopological spaces,2
identification of informative covid-19 english tweets,2
interactive argument pair identification,2
upennhlp,2
datalab,2
death,2
clause,2
generalized augmentation,2
cia_nitt,2
melbourne,2
icl-hd,2
alpage,2
continuous-output language models,2
charlottesville event,2
n-gram matching,2
dual adversarial neural transfer,2
webnlg 2020,2
text-to-graph generation,2
challenge proposal,2
targeted adversarial training,2
multi-feature approach,2
impact measurement,2
3c task b,2
multistage approach,2
scubed,2
reasoning pattern,2
topic-independent,2
story plans,2
task model,2
sensor data,2
learner speech,2
implicit relational triples,2
sparky restaurant corpus,2
k'iche',2
otomi,2
toshiba mt system,2
related dementias,2
english word embeddings,2
pangea,2
ethnic stereotypes,2
qualitative experiments,2
scoring algorithm,2
american sign language verbs,2
neural crf model,2
modifying,2
glocalization,2
online extraction,2
locality preserving,2
danish-english machine translation,2
mod\`ele,2
out-of-sample data,2
grobid,2
bert-based adversarial examples,2
semantic textual similarity estimation,2
s'ami,2
self-critic,2
robust and effective temporal reasoning,2
preposition-pronoun contraction,2
scientific english,2
recovering,2
non-standard constructions,2
task-oriented settings,2
trac-2 shared task,2
approximate subgraph matching,2
marvs analysis,2
autoregressive models,2
early signs,2
radial basis function,2
post quality,2
head finalization reordering,2
social engineering,2
cyberpredators,2
learning incrementally,2
data-oriented method,2
utility value,2
bundled gap filling,2
emotion style transfer,2
online patient forums,2
text reframing,2
medication abuse,2
conditioned dialogue generation,2
us legislation,2
pre-trained speech encoders,2
lfg,2
ordinal scale,2
complementary features,2
monolingual transformer-based models,2
japanese-chinese neural machine translation,2
nactem,2
many-to-many neural machine translation,2
uta dlnlp,2
detecting minimal semantic units,2
arabic content,2
hebrew texts,2
arabic embedding models,2
aspect-based polarity detection,2
weighted combination,2
nuanced dialect,2
nlangp,2
resultative verb compounds,2
vcu,2
diegolab,2
reliable intelligence identification,2
vietnamese sns,2
vietnamese relation extraction,2
sensei,2
vlsp 2020 news translation task,2
word2vec based model,2
cicbuapnlp,2
zero-shot nlp,2
under-resourced,2
command,2
udlap,2
2020 shared task dataset,2
mednlp,2
cord-19,2
similarity clustering,2
automatic ocr post-correction,2
universal model,2
distant reading,2
sonnet,2
aeschylus's greek tragedy,2
qlut,2
digital humanities tool,2
fcicu,2
sentence-level embeddings,2
chemical structure information,2
high-quality machine translation system,2
bit,2
ntealan dictionaries platform,2
complex nlp,2
interoperable platform,2
alignment objective,2
adverse event,2
spoken komi,2
automatic negation,2
event-based trading,2
erzya,2
android,2
collaborative language documentation,2
interoperable semantic annotation,2
waldayu,2
adversarial polyglots,2
medical consultations,2
outsider art images,2
nlp support,2
iconclass data,2
boolean questions,2
cross-lingual lexical similarity,2
data-driven choices,2
efficient model,2
omam,2
treebank embeddings,2
scienceie,2
university,2
european open science cloud,2
locating,2
corpus-based metrics,2
natural triggers,2
sub-parses,2
datastories,2
personal experience tweets,2
bunji,2
english-assamese corpus,2
multiple subwords,2
extrapolating,2
dyslexic font,2
gradient,2
simbow,2
linking applications,2
lexo,2
student body,2
provenance,2
sensibility,2
human-chatbot interactions,2
medieval german texts,2
segmental neural nets,2
australian aboriginal languages,2
voynich manuscript,2
decentralized,2
general rule,2
attribute representation,2
financial concepts,2
gossip learning,2
finsbd-2020,2
daniel,2
ivectors,2
hacks,2
2020 vua,2
spoken rusyn,2
c-net,2
french winograd schemas,2
position bias mitigation,2
surface features,2
research ethics,2
relation-level metaphor identification,2
youtube captions,2
oxymoron,2
temporal fact extraction,2
joint lexical analysis,2
terminological noun phrases,2
contextual variation,2
uszeged,2
convex,2
conceptual features,2
question intent,2
e-commerce system,2
multi-style transfer,2
rocling 1993,2
slot prediction,2
financial document title detection,2
crosslingual applications,2
web-crawling,2
blast,2
open dutch wordnet,2
corpus filtering,2
diabetic patients,2
gender-balanced datasets,2
japanese embeddings,2
norwegian book reviews,2
cluhtm,2
temporal lobes,2
3d role-playing game,2
natural spoken dialogue,2
players,2
discourse interpretation,2
frame-based annotation,2
referential annotation,2
framenet annotations,2
field of the environment,2
fns 2020,2
jdd,2
finlp,2
decoder networks,2
financial word embeddings,2
vardial gdi 2017,2
triples,2
uwb@fintoc-2020 shared task,2
19th-century novels,2
latin inflection,2
novel ideas,2
annotated historical corpus,2
austria,2
osact shared task,2
french-japanese machine translation,2
classifiers/quantifiers,2
news article paragraphs,2
aspect-similarity,2
narrative clause types,2
lexnet,2
national digital library,2
defence,2
sema,2
jabberwock,2
samar,2
corpus processing pipeline,2
computational poetry,2
narrative content,2
collection methods,2
qualitative content analysis,2
tide,2
comment persuasiveness,2
deletion discussions,2
local news,2
emnlp 2016 code-switching workshop,2
larger-context language modelling,2
self-identity,2
narrative tropes,2
coda21,2
biomedical research publications,2
disease association,2
extremely low-resource machine translation,2
multilabel approach,2
sentence-meaning,2
discriminative pre-trained language models,2
sign language generation,2
recurrent questions,2
scholarly literature,2
cl-laysumm20,2
lexicalise,2
rare diseases,2
cort,2
domain-driven disambiguation,2
split-antecedent anaphora resolution,2
dialect detection,2
wrong answer,2
spoken arabic,2
sense segmentation,2
intrinsic tasks,2
olympics task,2
word attention,2
romanized berber,2
language issues,2
transformer-based neural summarizers,2
interests,2
nlp-tea 2016 shared task,2
sentiment grammar,2
ebert,2
level of belief,2
basic principles,2
predicting code-switching,2
biobert embeddings,2
dense vectors,2
black box models,2
third workshop on neural generation and translation,2
deep reinforced model,2
answer-agnostic neural question generation,2
wikipedia sections,2
hcs,2
duolingo staple task,2
jhu submission,2
wngt 2019 efficiency task,2
n-by-n adverbials,2
language level,2
target entity,2
mwe compositionality,2
twise,2
hmsid,2
dating,2
funsentiment,2
sentiment similarity seed words,2
lsis,2
ynudlg,2
multilingual news media,2
bme-uw,2
imsurreal,2
nru-hse,2
semantic-affective model adaptation,2
english sentiment analysis,2
mineral,2
stratifying,2
meaning factory,2
automatically describing,2
forward-backward algorithm,2
general conditional random fields,2
continuous model,2
public health institutes,2
covid-qa,2
death certificates,2
mesh terms,2
worldwide,2
drug name recognition,2
saudi arabia,2
support groups,2
real-time classification,2
steganographic text,2
information-based model,2
spectral modification,2
mismatched conditions,2
musicbert,2
e-commerce product qa,2
natural language approach,2
framing bias,2
market sentiments,2
academic lexicon,2
kuleuven-liir,2
training dialog models,2
distantly supervised transformers,2
temporal event,2
conversational understanding,2
wingnus,2
mayonlp,2
left sequential finite transducers,2
event coreference data,2
kcdc,2
corpus-based thesauri,2
binding machines,2
server-architecture,2
probabilistic networks,2
automatic text evaluation,2
non-verbal responses,2
high-quality mt (machine translation),2
empirical baseline study,2
tectogrammatical tagging,2
open-domain textual question-answering,2
answer set,2
plain text corpus,2
co-occurrence frequency,2
pre-translation document expansion,2
contextualized vectors,2
covid-19 corpus,2
free-form rationales,2
assessing disambiguation,2
lexicalized hidden markov models,2
factual reasoning,2
new scripts,2
formal and computational model,2
automatic model creation,2
chart-based transfer rule,2
constraint programming,2
automatic semantic extraction,2
bustuc,2
ne recognition,2
very close languages,2
shortest derivation,2
blueprint,2
inflectional types,2
systematic relations,2
web-based grammar development environment,2
interactive hypermedia tool,2
indobert,2
geoname,2
unl-french deconverter,2
unfamiliar,2
word-breaking,2
bert compression,2
equivalent sentence set,2
phrase-representation summarization,2
parameter space,2
corpus-based translation,2
argumentative roles,2
building blocks,2
grounding word meaning,2
span-based ccg parsing,2
mixed-initiative dialog systems,2
incremental analysis,2
interactive on-line machine translation system,2
laboratory,2
road,2
information state approach,2
kcat,2
couplage,2
depiction tasks,2
root,2
data types,2
role labeling,2
parallel english-chinese corpus,2
plan-based dialogue model,2
open mind word expert,2
empirical methodology,2
text-translation alignment,2
automatic pitch tracker,2
opiq!,2
distributional semantic expansion,2
session chairs,2
non-antecedents,2
non-text symbols,2
verb constructions,2
ninth workshop,2
guilt by association,2
bilingual word classes,2
blackboard architecture,2
full text parsing,2
comic project,2
rewrite rules,2
tabular algorithms,2
japanese homophone errors,2
developmental language disorder,2
repair strategies,2
ukp-square,2
disharmony,2
script event prediction,2
u-tbl lite,2
transformation-based learner,2
mental spaces,2
hyperbolic interpolative data augmentation,2
(un)certainty,2
dbms,2
physics tutor,2
annotated corpora of bills,2
speech-enabled applications,2
compact architecture,2
question reformulation patterns,2
generalizing question answering system,2
minimal domain knowledge,2
large scale medical vocabularies,2
template-based language generation,2
neural-agent,2
alignment structure,2
sports domain,2
statistical tool,2
corpus-based grammar tutor,2
mt: theory,2
term variants,2
hidden space,2
logovista,2
outline,2
e-k,2
k-j,2
mixed-initiative translation,2
comparative structures,2
functional programming,2
constructional metaphors,2
domain specific speech acts,2
non-compositional approach,2
real-time data collection,2
lexical form,2
online publication,2
linguistic encoding,2
multi-modal systems,2
invero,2
factuality judgments,2
best-first alignment algorithm,2
second learning language in logic workshop,2
normal readers,2
multi-document navigation,2
unknown `signal',2
lexical transfer rules,2
overfitting avoidance,2
general algorithm,2
energy measurement,2
cost-sensitive spam filtering,2
irene,2
default first order family,2
weight determination procedure,2
memory-based phrase chunking,2
rule sequence processors,2
substructural perspective,2
computational learning system,2
device control,2
character set,2
railway information system,2
internet faq retrieval,2
automated tutoring dialogues,2
multilingual spoken language corpus,2
legal document summarization,2
bottom-up chart parsers,2
implementation process,2
segmenting sentences,2
intelligible verbs,2
counter speech,2
hmm-based chunk tagger,2
penelopie,2
ga,2
multiple representation,2
computationally efficient wasserstein loss,2
pp-attachment resolution,2
sdrt,2
deepquest,2
cultural values,2
fast tagging tool,2
object topicalization,2
synth,2
complex nl system,2
critics,2
multilingual text interpretation,2
translation dictionary,2
bayesian argumentation system,2
reinterpretation,2
existing nlg system,2
tabert,2
incremental conceptualization,2
personalized persuasive dialogue system,2
partially ordered representations,2
cross language service technology,2
morphological generation,2
compositonal lexical aspect,2
2000 joint sigdat conference,2
rule-based disambiguation,2
graph-structured stack,2
frame system theory,2
gradient-based methods,2
coding task,2
ltp,2
internet era,2
chinese base-phrases,2
genre annotation,2
oversmoothing,2
internet documents,2
causal ambiguity,2
arc a3,2
on-line help system,2
grammatical word-classes,2
s-tag,2
token-level supervision,2
context freeness,2
nlp multilingual resources,2
empirically constructed lexical resources,2
unknown task,2
recognition rate,2
laboratory assignment,2
interarbora,2
thistle,2
multivalent entailment graphs,2
iterative learning,2
nlitrans,2
mandarin chinese verbs,2
bidirectional study,2
natural language database access,2
theoretical studies,2
cooperative research,2
medical english,2
theoretical evaluation,2
encoder-decoder architecture,2
mt teaching,2
abstractive,2
generic,2
community library,2
oncology,2
xml-based encoding standard,2
electronic language resources,2
human-human travel dialogues,2
mikrokosmos ontology,2
edr concept classification,2
uniform meaning representations,2
japanese software engineers,2
internet access,2
syntactic meta-scheme,2
paradigmatic knowledge,2
akkadian verbs,2
end-to-end amr,2
written interaction,2
dutch word sense disambiguation,2
product development,2
alexa prize socialbot,2
contextualized dialogue acts,2
encoding relation,2
consolidated tool,2
mate annotation workbench,2
multilingual topic detection,2
coreference annotator,2
dissemination,2
monolingual websites,2
target language corpus,2
meaning instantiation,2
numerical criteria,2
computational chinese lexicography,2
utterance verification,2
two-word stage,2
training process,2
oki system,2
university of durham,2
lasie system,2
syntax acquisition,2
developmental model,2
fame,2
ie system,2
tasc,2
surface analysis,2
rap,2
data curation,2
time travel,2
muc-7 information extraction task,2
voice processing applications,2
r\'enyi entropy,2
elearning tool,2
definiteness prediction,2
alis translation solutions,2
terminology mining,2
german clauses,2
word salience,2
corpus-based induction,2
high-speed chinese character input,2
two targets,2
deep attention,2
multilingual fine-tuning,2
meaning assembly,2
separable verbs,2
comprehension datasets,2
eliminative parsing,2
eu integration,2
integrated method,2
multi-class,2
glue language deduction,2
long distance pronominalisation,2
global focus,2
information classification,2
concurrent approach,2
subsegmental primes,2
robust interaction,2
multiple,2
codet5,2
text moderation,2
dictionary-less morphological analysis,2
term-list translation,2
range concatenation languages,2
sstc (the sstc),2
global terms,2
penn treebank grammar,2
customizable generation,2
head-dependent relation,2
spoken corrections,2
reference corpora,2
interlingual lexicon,2
syntactic preprocessing,2
developpement de linguiciels,2
homographic heterophone pairs,2
spoken q/a dialog,2
neural templates,2
personalized attention,2
commandtalk,2
enhanced segmentation,2
trigger word detection,2
list and sentence boundaries,2
protein,2
cfg filtering,2
german text-to-speech system,2
dyads,2
english-hausa,2
cogent,2
key paragraph,2
web page translation,2
1952,2
topical clusters,2
constrained language models,2
external indices,2
l'analyse,2
high quality,2
layered charts,2
subject-oriented anaphora,2
reduced compute,2
discourse modeller,2
thai text,2
distilled models,2
logical operators,2
truncation,2
polyphraz,2
automatic speaker recognition,2
mistake-driven,2
name search,2
robust backed-off estimation,2
combine linguistic indicators,2
embedding matching,2
european chapter of the association for computational linguistics,2
boolean matrix multiplication,2
word sense ambiguity,2
wassa2022,2
reference choices,2
statistical decision,2
flexible interface,2
low-rank subspaces,2
alignment method,2
speech graffiti,2
head transducers,2
linear order,2
cross-task transfer,2
generalized type-raised categories,2
contrastive stress,2
bridging descriptions,2
bigram constraints,2
lr table,2
cooperative multiagents,2
context exploitation,2
proper name generation,2
character-based chinese news filtering,2
flow network models,2
scopal ambiguities,2
real images,2
lilfes,2
multinomial adversarial networks,2
thai ocr error correction,2
dominance-preserving alignments,2
chart items,2
causal learning,2
guided composition system,2
structural semantic interconnection,2
persian text summarizer,2
character shape similarity,2
alternative lr algorithm,2
parallel substrate,2
shared memory parallel machines,2
te-linked clauses,2
testing corpora,2
pretrained sequence-to-sequence model,2
social perlocutions,2
parametric types,2
prioritised tiling,2
jabot,2
r\^3,2
monolingual mrds,2
weakly supervised word sense disambiguation,2
interactive domain,2
network of linear separators,2
optional null arcs,2
segregatory coordination,2
multicomponent,2
ubb system,2
variable lengths of contexts,2
dimlex,2
contrastive domain adaptation,2
multi-modal transformer,2
mates/ck,2
fast text processing,2
postpositions,2
syntactic devices,2
mandarin reflexive pronouns,2
n,2
systemic features,2
control environment,2
semi-immersive command,2
multilinear approach,2
recurrent phrases,2
cast3lb corpus,2
automatic chinese document revision system,2
deterministic left-corner parsing,2
underlying representation,2
incremental beam-search parsing,2
meta-transfer learning,2
frozen phrases,2
service satisfaction analysis,2
multiword expression processing,2
norwegian lexical resource,2
gplsiua,2
maximal clique,2
nlpxml-2004,2
generation networks,2
korean relative clause,2
d-coref,2
hand-crafted training data,2
subcorpora,2
time mapping,2
differentiable relaxation,2
shallow natural language patterns,2
logical form generation system,2
unary quasi-trees,2
trigger-pair predictors,2
surface order,2
terminology finite-state,2
computational lfg,2
named entity scoring,2
parallel ltag,2
pat-trees,2
learning device,2
vector-based call routing,2
dictionary term translation,2
news article alignment,2
hybrid dictionary,2
veins theory,2
regular sense extensions,2
paradigmatic structure,2
bi-multigram model,2
neutral rewriter,2
lambda-structures,2
structure-sharing parser,2
general-purpose learning,2
jtag,2
nonparallel,2
long or ill-formed input,2
graph segmentation,2
connective constraints,2
term-domain interdependence,2
module de reconnaissance raphael,2
path voting constraints,2
reactive content selection,2
webcasting,2
general-to-specific model,2
online fora,2
em-based clustering,2
context space,2
2-stack automata,2
bertgcn,2
commercial summarization applications,2
layout information,2
optimised combinations,2
viable fragments,2
strength of association,2
open-domain reviews,2
university of amsterdam,2
dialect mt,2
mi-trigger-based language modeling,2
genetic search,2
thematically segment texts,2
multimodal sequence fusion,2
coherence-driven story comprehension,2
quasi-dependency model,2
chinese basenps,2
basque task,2
single proposal,2
cross-lingual embedding,2
itspoke,2
library of congress subject headings,2
university of colorado,2
rapid match training,2
probabilistic coreference,2
shenme,2
relevancy signatures,2
additions,2
richer models,2
fluidity,2
history-based grammars,2
picky chart parsing,2
mit atis system,2
emerging topic,2
intra-page semantic analysis,2
long-distance reflexives,2
lexical cooccurrences,2
visual differ,2
système maspar,2
subword mapping,2
optimal step,2
language-based editors,2
stereotype,2
constraint relaxation,2
entity evaluation,2
semantic node labels,2
domain actions,2
phrase-level grammars,2
inter-lingual triggers,2
framenet hierarchy,2
statistical acquisition,2
data-driven mt system,2
mt development,2
nist-darpa,2
structural mapping,2
trajectory,2
speech recognition program,2
plus accelerator,2
natural language programs,2
ranking methods,2
the atis domain,2
high-performance tagging,2
sign segmentation,2
syntactic coverage,2
conference (muc-3),2
papillon project,2
speech ii,2
graph-state lstm,2
abstract concepts,2
interactive document normalization,2
chinese rst treebank,2
analytical question answering,2
lexical co-occurrence network,2
session 8b,2
self-supervised entity representations,2
pilot,2
paho,2
darpa sls program,2
darpa's csr task,2
field,2
pharaoh,2
keyword translation,2
inequalities,2
developing world,2
temporal dependency graphs,2
pragmatics-driven language generator,2
neonatal,2
style analysis,2
sanitization,2
machine translation rules,2
graph-based keyphrase extraction,2
associative-commutative lambek calculus,2
oxford dictionary of english,2
human voice,2
hungarian web,2
disagreement space,2
information-state based dialogue system,2
anti-spam filtering,2
captioned photos,2
peas,2
two-pass decoder,2
memory-based parsing,2
emotional responses,2
korean coreference resolution,2
verb pattern,2
korean-chinese machine translation system,2
bilingual legal terminology,2
context profiles,2
linguistically-motivated text-to-speech system,2
call routing,2
diverse augmentations,2
aug,2
time adverbs,2
corpus-specific word senses,2
phase i,2
augmented graphs,2
oracle technologies,2
class discovery,2
noun relations,2
adaboost,2
repair detection,2
speech-first model,2
web-enhanced lexicons,2
intellectual property rights protection,2
robust risk minimization,2
example-based correction,2
lingstat,2
self term expansion,2
nvef word-pairs,2
auto-confirmation agent,2
mencius,2
why questions,2
plausible negative examples,2
unified feature,2
interpretable clinical diagnosis,2
logic prover,2
voyager system,2
gazetteer based fusion,2
frequency estimates,2
search-based paraphrase generation,2
multi-site data collection,2
task-oriented visual dialogues,2
french amalgam,2
parallel segment detection,2
active knowledge structures,2
gender equality,2
spoken disfluencies,2
intelligent building,2
text encoding initiative,2
bootcat,2
imdi metadata,2
information science,2
neural machine transliteration,2
patent map generation,2
cypriot greek,2
out-of-domain discourse,2
strictly piecewise functions,2
premise selection,2
orientel,2
middle east,2
lexicographic examples,2
task relevance,2
general-purpose,2
combined partial parser,2
direct object,2
estudo exploratorio,2
bilingual indexing,2
attr2vec,2
small-screen devices,2
terminological simplification transformation,2
ontology evaluation,2
daml+oil,2
single-hop sub-questions,2
strategic computing,2
multimodal reinforcement learning,2
unseen domains,2
controllable paraphrase generation,2
hybrid strategy,2
metamorpho,2
choice of dialogue system architecture,2
danish lexicon resource,2
term specificity,2
romance corpus,2
name matching,2
spanish eurowordnet,2
rhythmic features,2
reusable resources,2
cross-breeding,2
concept-based search,2
word+sense network,2
fair representations,2
non-cooperative dialogue,2
cross-document structure,2
maya,2
relevance-tagged corpus,2
temporal changes,2
backtracking,2
ie evaluation,2
event representation learning,2
parallel german-english corpus,2
lifelong knowledge,2
automatic translation memory,2
multilingual modelling,2
legal language understanding,2
text-based,2
typical colour,2
long distance word dependencies,2
verbal predicates,2
lr(k),2
fine-grained hidden markov modeling,2
interpretable semantic space,2
personal computers,2
long distance context dependency,2
input sentence,2
finite-state cascades,2
bias mitigation technique,2
unificational combinatory categorial grammar,2
abstraction method,2
co-evolution,2
dragon's continuous speech recognizer,2
linguistic choice,2
medical data,2
mtop,2
question-answering engine,2
neoassist,2
unification morphology,2
normalizing sms messages,2
parsimonious transfer,2
pseudo-tags,2
faster retrieval,2
automatic hyperlinking,2
2-d languages,2
entity pairs,2
encyclopedic term,2
phrase break prediction,2
slow parallel recognition,2
orthographical,2
high-level discourse structure,2
nepali language,2
conversational gesture,2
intraword phonetic units,2
reusable templates,2
infilling,2
character-level inference,2
edr,2
janus natural language interface,2
evaluation baselines,2
czech morphological lexicon,2
phoneme learning,2
adaptive fusion,2
italian legal texts,2
transnational digital government system,2
e-wiz,2
n-best algorithm,2
the acl,2
voyager spoken language system,2
resource-performance trade-off,2
connected speech,2
prosodic aids,2
agtk,2
parallel expert parser,2
sublanguage domain,2
on-line machine translation system,2
massively parallel parsing,2
connectionist parser,2
massively multilingual document alignment,2
disjunctive constraint satisfaction,2
translator 5,2
study design,2
dual-decoder transformer,2
model agnostic answer reranking system,2
exchange,2
cross-lingual sharing,2
terminological knowledge acquisition,2
evolving news stories,2
japanese adnominal constituents,2
semantic behavior,2
class-based prediction,2
mona,2
scientific paper dataset,2
tree-cut,2
learnable from strings,2
german noun chunking,2
interlingua system iss,2
model development,2
text authoring,2
word segmentation performance,2
semantic oppositions,2
query results,2
centroid-based summarizer,2
recursive chain-link-type learning,2
acoustiques,2
adaptive sentence reranking,2
hindi word order,2
multi-headed transformers,2
comparing corpora,2
natural language data base,2
information states,2
multi-hop explanations,2
summary quality,2
persona facts,2
spoken translation,2
zeros,2
breakdown detection,2
dynamic lexical acquisition,2
chinese sentence analysis,2
computerization,2
heterogeneous user behavior,2
se/cm perspective,2
free-responses,2
international symposiums,2
syntagmatic approaches,2
eu documents,2
initial speech recognition baseline,2
clause aggregation,2
kazakh speech corpus,2
eu,2
eamt,2
chart-parsing algorithm,2
parsing environment,2
thread automata,2
productive translation workflow,2
complement constructions,2
meta-semantic representation,2
compositional image retrieval,2
efficient bottom-up parser,2
scalable evaluation,2
mild context-sensitivity,2
domain-independent mechanism,2
cognitive behavioural therapy,2
complexes,2
incongruent headlines,2
robust domain independent summarization,2
calculer,2
pitch marking,2
peak-valley estimation method,2
telephone networks,2
chinese unknown verbs,2
v-diao,2
local tdgs,2
「想」,2
「認為」,2
tabular parsers,2
lexical semantic distinction,2
embedded pushdown automata,2
tmr,2
meta-relation extraction,2
weighted preference,2
sleep coaching programme,2
strange voices,2
mercury flight reservation system,2
zoning,2
integrated feasibility experiment,2
integrated information,2
intelligent access to text,2
translation training curricula,2
japanese case,2
structured views,2
complementary products,2
full ranking,2
cranfield,2
lightweight monolingual classification,2
quality of corpora,2
summarization extraction,2
similar text,2
neural learning,2
contextual translation,2
semi-automatic compilation,2
synonym database,2
zero morphemes,2
acl-2000 workshop,2
zero anaphors,2
negative concord,2
resisting strategies,2
closure,2
locally coherent discourses,2
unrestricted chinese text,2
computationally modeling,2
surface ternary feet,2
science article classification,2
integrated development environment,2
vp fronting,2
transfer-based learning,2
fine-grained sentiment annotation,2
financial table,2
local focus,2
manually tagged text,2
developer's perspective,2
target texts,2
lexical mapping model,2
empirical estimates,2
short passages,2
tipster text phase 3,2
neural readability,2
event composition,2
cvae-based re-anchoring,2
stereoset,2
