Unique_Word,Count
offline mapping,1
generative blog post retrieval model,1
optimal-time binarization algorithm,1
alignment-based local features,1
novel estimator,1
trainable cache model,1
latent biographic attributes,1
conversational genres,1
question & answer archives,1
translation-based answer finding,1
character accuracy,1
generation ranking,1
application-driven,1
aviation safety reports,1
adaptively learnt patterns,1
abbreviated sentence input,1
user action probabilities,1
high-order chebyshev approximation,1
determinantal beam search,1
supervised itg models,1
openfst,1
bertgen,1
unlimited-vocabulary speech recognition,1
pervasive laziness,1
multi-scale personalization,1
sub-utterance prosody,1
parallel prediction networks,1
cleve,1
non-phonemic respellings,1
knowledge-enriched abstract meaning representation,1
multiple understanding models,1
answer credibility,1
question type ontology,1
feedback control adjustment,1
time-sensitive query,1
miscellaneous other-class words,1
factored genres,1
potential relation,1
scl model,1
prgc,1
structurallm,1
agenda graph construction,1
vowel level,1
adult models,1
phrase-based decoder,1
oracle-best translations,1
hybrid two-pass model,1
simplex armijo downhill algorithm,1
decoding parameters,1
types of claims,1
online customer reviews,1
openmeva,1
image region textual coreference resolution,1
attention-guided multi-layer multi-cross encoding,1
partial speech recognition results,1
spherical discriminant analysis,1
system for noun concepts acquisition from utterances about images (sinca),1
malay count classifier prediction,1
synthetic children's acoustic models,1
brain-damaged patients,1
cambridge cookie-theft corpus,1
hindu temples,1
english contractions,1
unattested latin words,1
missing romanian cognates,1
english-lithuanian smt system,1
corrective re-synthesis,1
deviant speech,1
psycho-acoustically,1
motivated formant,1
positionwise flag diacritics,1
fishing,1
ofrlex,1
etymdb-0,1
russian collocations database,1
query constraining,1
aspects of knowledge,1
handbook of swedish writing rules,1
russian lexicography,1
angling,1
lithuanian term extraction,1
predictability of language,1
indonesian question answering,1
atypical communication expertise,1
nersil,1
number of analogies between chunks,1
academic paper categories,1
chief emotion analysis,1
v np1 into np2 construction,1
large-scale name transliteration resource,1
factoid question,1
word emergence,1
bare-bones dependency parsing,1
sense selection,1
lithuanian verb forms,1
plwordnet-princeton wordnet synset mapping,1
conplisit,1
consumption patterns,1
life-style,1
andre ord,1
finnish finite-state language description,1
prague markup language,1
wordwars,1
parallel cky parsing,1
cuteforce,1
phrase-structure reranking,1
edited text,1
unedited text,1
dependency chart parsing algorithms,1
natural selection of words,1
spoken dialog challenge 2010,1
semti-kamols grammar model,1
live test results,1
control test results,1
system differences,1
odi et amo,1
frequency lexicon,1
cifu,1
exchange of lexicons,1
cyk,1
low latency parallelization strategies,1
matrix-encoded grammars,1
psychological methods,1
tufs basic vocabulary,1
himalayas,1
danish-bulgarian,1
statistically motivated features,1
norwegian synthetic voice brage,1
lmf/tei,1
computing scope,1
modelling etymology,1
consensus string,1
modelling unbounded structures,1
npcmj parsed corpus,1
reflexive constructions,1
hybrid dependency-constituency,1
adaptive parse reranking,1
lexidb,1
motion morphemes,1
`modifier-head' type,1
delad initiative,1
capability update,1
korean vocabulary compression,1
systematic differences,1
conditional significance pruning,1
adoption trends,1
duolingo,1
jamo pair encoding,1
machine foreign language translation system (mflts),1
engine-specific,1
obstacles,1
government catalog of language resources (gclr),1
clfd,1
government translation memory (tm) systems,1
palladius mapping,1
icelandic speech recognition,1
raw machine translated technical instructions,1
documenting language actors,1
register mismatches,1
source reformulations,1
weight heterogeneous parallel data,1
compact rule extraction,1
adaptive grid,1
sedar,1
german speech recognition,1
librivoxdeen,1
infrequent translations,1
lemma,1
time-pooling strategies,1
fertile translations,1
dirichlet-smoothed word embeddings,1
white hmong,1
target-to-target decoding,1
black letter,1
in-the-wild dataset annotation,1
costra 0,1
hal,1
sustainable data sharing infrastructures,1
mt delivering expected value,1
phonotactic rules,1
extraction consistency,1
bare-bones constraint grammar,1
spring cleaning,1
written standard slovene,1
sense-disambiguated networks,1
bushbank concept,1
pattern reliability,1
seed quality,1
gigafida 0,1
change management,1
shared agreement,1
bi-gram collocations,1
argument-marking,1
naxi,1
filipino speech rhythm,1
language lab environment,1
final version,1
clarin transcription portal,1
imperfective aspect markers,1
nominal morphology,1
plural problems,1
source content quality,1
customer translation memory data,1
global enterprise service,1
the church of jesus christ of latter-day saints,1
hq closed-captioning,1
iptranslator,1
web based english-chinese oov term translation,1
recursive feature selection,1
weight adaptation,1
packed argument frame information,1
universally quantified subjects,1
wrapper generation,1
myanmar phrases translation model,1
statistical myanmar to english translation system,1
casual annotation infrastructure,1
task-oriented feature sets,1
hmms,1
similarity of predicate argument structures,1
class-based lstm,1
entity repository,1
singletons,1
representation gap,1
wiki50 corpus,1
cultural configuration,1
accelerated high-quality,1
meta-dare,1
mwe-based features,1
barrier features,1
wiki-40b,1
hidden morphophonemic constraints,1
wikitext error correction task,1
syntactically-motivated entailment proofs,1
gm-rkb,1
clause-bounded quantifiers,1
dakshina dataset,1
french-romanian lexical alignment system,1
external plagiarism analysis,1
semcor senses frequency,1
relevant semantic trees,1
pre-selected and balanced collections,1
social domains,1
oral narrative practices,1
nisvai corpus,1
semi-automatic translations,1
jrc-names,1
alphasyllabary embeddings,1
stop labeling,1
evenki,1
hiligaynon,1
english parallel corpus 0,1
mycenaean linear b,1
greek word embeddings,1
geographically-balanced gigaword corpora,1
isr-wn (information science research wordnet),1
referentially complex situations,1
multimodal eye movement dataset,1
automatically generated semantic networks,1
movie interactions,1
片語式機器翻譯 (phrase-based machine translation),1
未知詞 (out-of-vocabulary words),1
落單字 (single words),1
英文技術文獻 (english technical documents),1
一般動詞 (non-technical english verbs),1
受詞 (objects),1
語境效用 (collocational influences),1
elderly speaker corpus,1
eye4ref,1
dynamics of research,1
weighted reordering graphs,1
l1-regularized crfs (conditional random fields),1
mkgdb,1
multi-modal reference resolution,1
linguistic clues,1
multiple resolvers,1
說話內容因素分析,1
雜訊環境,1
聯合語者,1
numerical entities,1
crunchbase,1
identifying semantic arguments,1
skip edges,1
product pages,1
event actor identification,1
zipper finite-state transducers,1
negative key phrases,1
techwatchtool,1
evaluation data set,1
non-head structures,1
kore 50\^dywc,1
hungarian socialist era,1
p\'art\'elet,1
information asymmetry,1
patient-based ontology,1
strips representations,1
edge dependent pathway,1
lexical masks,1
pdf files,1
dialogue content,1
system automation,1
affect models,1
error return,1
coda system,1
adaptable tutorial dialogue system,1
pomy,1
cantomap,1
actionable information,1
rule ensembles,1
muyu,1
error tolerable system,1
loose transitivity constraints,1
page images,1
pre-cluster pair model,1
vocalization,1
robotic world model framework,1
siner,1
cross-cultural argumentation,1
users' spontaneous backchannels,1
word2word,1
multiparty turn taking,1
micro-timing,1
user's ongoing turn,1
romance verbal inflection dataset 0,1
englawi,1
levels of interest,1
multistream prediction feedback,1
predicting quality,1
ca-ehn,1
user state misclassification,1
triggering policies,1
sindhi named entity recognition,1
adverbial cues,1
"""embedded wizardry""",1
banfakenews,1
haitian kreyol,1
malekula,1
structured composition,1
people's web,1
confinement,1
act understanding,1
corsican basic language resource kit,1
independent set readings,1
distinction,1
compositional expectation,1
urdu n-v complex predicates,1
gender attribution,1
connotational drifts,1
doreco,1
sibling classes,1
associated language resources,1
vanuatu,1
mmil,1
french media dialogue corpus,1
duration of events,1
concrete sentence spaces,1
abstract schema,1
intractable,1
meaning-preserving corrections,1
technological interventions,1
ulisse,1
reliable dependency parses,1
mutual k-nearest neighbor graphs,1
low-income workers,1
normalized-cut alignment model,1
sencorpus,1
tropbank,1
turkish propbank v0,1
simple image descriptions,1
history-based models,1
deterministic statistical mapping,1
inverse lambda,1
compute semantics,1
response completion,1
event-related bursts,1
modality specific meta features,1
charge fonctionnelle,1
source separation,1
binary masks,1
son d'eveloppement (speech development),1
données (data),1
modèles (models),1
prosotran,1
transfert prosodique,1
vocalic system's typology,1
l\`evres (lips),1
functional load viewpoint,1
allongements vocaliques,1
perceptive,1
politeness across languages,1
swahili resources,1
pronunciation generation,1
analyses de séquences (sequence analysis),1
tons lexicaux (lexical tones),1
tons,1
wiki-ly supervised,1
18- to 36- month old children,1
wikipron,1
dialectal effect,1
normalisation articulatoire du locuteur,1
m'ethodes de d'ecomposition tri-lin'eaire,1
donn'ees irm,1
three-way linear decomposition methods,1
enfants de 18 \`a 36 mois,1
la liaison,1
children with a cleft palate,1
explorations semi-automatiques,1
phrase-to-region linking,1
automatic and manual investigations,1
percol0,1
locuteurs porteurs de fente palatine,1
covost,1
vcv sequences,1
habitat intelligent,1
m\'ethodes multi-sources,1
conditions r\'ealistes,1
cognitive debate,1
masques linguistiques,1
swiss-al,1
linguistic masking effects,1
classification tolerance margin,1
class-based acoustic models,1
dialecte d'origine (native dialect),1
effet d'aimant perceptif,1
perceptual magnet effect,1
paradigme de perturbation motrice (motor perturbation paradigm),1
vietnamese-english code-switching,1
driven decoding system combination,1
le son de tes l\`evres,1
corr\'elats \'electrophysiologiques,1
la parole,1
the sound of your lips,1
audio-haptic speech perception,1
voyelles nasales,1
articulation orale,1
nasal,1
labial-coronal effect,1
oscillations corticales,1
intelligibilité de la parole d'egradée,1
oscillatory cortical activity,1
intelligibility of degraded speech,1
encodage de la distance,1
coop\'eration parole/geste,1
\'etude d\'eveloppementale du pointage multimodal,1
distance encoding,1
speech/gesture cooperation,1
multimodal pointing,1
piezoelectric accelerometer,1
nasality,1
irm fonctionnelle (functional mri),1
activations corticales (cortical activations),1
r'éapprentissage de la parole (speech production recovery),1
ag500,1
électromagnétique 3d,1
systèmes d'articulographie,1
difficulty ratings,1
ronec,1
pitch height,1
gradual variations,1
rigor mortis,1
cocktail party situation,1
masked semantic priming,1
proéminences,1
voisinage phonologique (phonological neighborhood),1
the /y-u/ vowels,1
lifeqa,1
zones de d'eviance,1
bandes de fr'equences,1
abnormal zone detection,1
/y-u/,1
mulai,1
productions natives,1
f0-declination,1
prosodic accommodation,1
hedwig,1
perception des syllabes,1
laryngeal adjustments,1
coarticulation cv,1
italian adult stutterers,1
'enonc'es interrogatifs,1
location phrases,1
comportement social d'un robot (social behaviour of a robot),1
emotions de l'utilisateur (user's emotions),1
expérience perceptive (perceptive experiment),1
contr\^ole pr\'edictif,1
actions oro-faciales,1
predictice control,1
orofacial actions,1
analyse en composante principale,1
animal species names,1
un mod\`ele bay\'esien,1
japonophones,1
e:calm resource,1
précision de mesure,1
temporal dynamics of binding,1
dialectal french,1
configuration labiale,1
labial configuration,1
parole codée (coded speech),1
transformation en paquets de framelette serrée (tight framelet packet transform),1
dynamique temporelle du liage,1
fusion de la parole audiovisuelle,1
apprentissage de contrastes non-natifs,1
contr\^ole lingual,1
limites des entraînements statistiques,1
learning non-native contrasts,1
repere,1
reconnaissance multimodale des personnes,1
codage 'echelonnable 'a granularit'e fine de la parole,1
fine granularity scalable speech coding,1
helfi,1
voice assimilation,1
list search,1
non-mots,1
assimilation de voisement,1
posture,1
oral courses,1
recipe flow graph,1
mod\'elisation biom\'ecanique,1
biomechanical modeling,1
image position,1
parole non-native,1
étrangères,1
lipsadon laboratoire indépendant de police scientifique,1
scientific testimonies,1
forensics independent laboratory,1
results variation,1
variations de performance,1
serial speakers,1
documents audio,1
canberra,1
canvec,1
r'egions d'erreurs,1
chunk-level features,1
predict-self reestimation,1
casing methods,1
collection effort,1
context span,1
ai readability,1
formula,1
gap-minding trees,1
identifying evidence,1
japanese-specific sequence,1
based medicine categories,1
transliteration-based text input,1
inhibitory,1
concurrent acquisition,1
must-cinema,1
dependency-and-boundary models,1
salient threads,1
marcell,1
spoken word duration,1
string variation,1
latin alphabets,1
streaming analysis,1
mixed membership markov models,1
entity-topic model,1
efficient named-entity rule induction,1
web-based pseudo contexts,1
enhanced mapping scheme,1
nmt-translated detective novel,1
magnifying glass,1
spectral dependency,1
phrase-discovering topic model,1
opustools,1
discontiguous rules,1
parapat,1
large scale decipherment,1
buffer transitions,1
original signal type,1
delayed column,1
topical dimensions,1
recursive matrix-vector spaces,1
estimating point queries,1
coursera,1
amortizing inference cost,1
patty,1
expectation propagation,1
rest costs,1
document-wide decoding,1
first order modification,1
row generation,1
learning-based multi-sieve,1
"""this-issue"" anaphora",1
entity based q&a retrieval,1
quiz master,1
incremental classification games,1
unambiguity regularization,1
food prices,1
short listings,1
large-scale approximate graph construction,1
lectures translation,1
wall street corral,1
jass,1
complex cases of definite pronouns,1
sshlda,1
incomplete tag dictionaries,1
person specific evidence,1
consistent timeline extraction,1
document sub-structure,1
unique relations,1
small nmt children,1
non-projective word order,1
statistical linearization,1
phrase table pruning techniques,1
regression-based mt evaluation,1
generous,1
subtree ranking,1
multi-task patent translation,1
structural dimensions,1
error region detection,1
bulgarian hospital,1
swan,1
scholars,1
"""optima"" news translation system",1
folheador,1
institutional subtitles,1
empac,1
value directed compression,1
electionwatch,1
matching dependency paths,1
langlog,1
hadoopperceptron,1
brat,1
power-law distributions,1
ccnet,1
bilstm compound splitter,1
undirected graphs,1
gebiotoolkit,1
wikipedia biographies,1
spice,1
mismatch negativity study,1
normo-entendants,1
french cued speech perception,1
hearing people,1
orientation s'elective de l'attention,1
connaissance (knowledge),1
l'\'etat du locuteur (the state of the speaker),1
unisent,1
traitement audiovisuel,1
discrimination syllabique,1
irmf,1
lexicogrammatic translationese,1
syllabic discrimination task,1
étude eeg,1
perception de différences infra-phonémiques,1
situation de variations,1
graph-based completion model,1
click patterns,1
german smt,1
smart paradigms,1
uby,1
wikinflection corpus,1
perceptual context,1
online triage,1
ancient babylonian,1
babyfst,1
novelistic plot structure,1
glawi,1
kvistur 0,1
irregular gender,1
linguistically motivated derivational description,1
maximizing classification certainty,1
elliphant,1
impersonal constructions,1
glawinette,1
dutch stemmer,1
subcat-lmf,1
perplexity minimization,1
error contexts,1
contextual fitness,1
predict answers,1
service context,1
lattice bleu oracle scores,1
character-based pivot translation,1
cairo student code-switch (cscs) corpus,1
short informative sentiment summaries,1
multiple ranks,1
webcage,1
germanet senses,1
behave,1
general predictor,1
generation tools,1
highly confident word translations,1
language understanding accuracy,1
instance-driven attachment,1
language learning sns,1
related entity finding,1
dad parallel corpora,1
translation test items,1
top-1 search result,1
pronunciation event verification,1
thematic progression,1
minimum variance modulation filter,1
themepro,1
discsense,1
boundary of language,1
plurks,1
automatic query augmentation model,1
phonetic complements,1
advanced modulation spectrum compensation techniques,1
allgemeine musikalische zeitung,1
qme!,1
impresso collection,1
adjective-adverb interfaces,1
indigenous knowledge concepts,1
well-defined questions,1
academic conference,1
reference regeneration,1
online generation,1
bangla discourse connectives,1
inherently parallel structure,1
dimlex-bangla,1
geczlex,1
nivre's method,1
mdl-inspired objective function,1
intelligent selection,1
decision detection,1
inference-driven metric learning,1
in-car simulator,1
feedback expressions,1
last sentence,1
bridge outside scores,1
parse features,1
chinese ted talks,1
fine-grained proposition types,1
time-aligned,1
charters,1
extraction assessment,1
berkeley parser,1
consonant cmm,1
lexical metric,1
phrase-based statistical mt system optimization,1
mcmc,1
songkorpus,1
contemporary german pop lyrics,1
sitg parsing,1
brown parser,1
sahaptin,1
off topic conversation,1
initiation-response pairs,1
learning groups,1
personalized annotation tags,1
minimum redundancy,1
rich quotation annotation,1
quantized contour modeling,1
bdcam\~oes collection,1
material philology,1
digital onomastic lexicography,1
nordicon database,1
1937,1
spanish political speeches,1
2015 immigration debate,1
debatenet-mig15,1
revenues,1
great war,1
blog polarity classification,1
time-efficient creation,1
accurate sentence fusion corpus,1
deduplication,1
assisted analysis,1
livito,1
stochastic bracketing,1
dream corpus,1
continental sources,1
synonym regularization,1
explicit discourse argument expansion,1
possession timeline generation,1
film age appropriateness investigation,1
mixing multiple preprocessor,1
sighan backoff 2010,1
pinyin's finals,1
habibi,1
sau report,1
ccid system,1
2th evaluation,1
head recognition,1
pris,1
automatic orality identification,1
lpcfg parser,1
multiple usages,1
dutch fact-checks,1
multi-stage clustering framework,1
xiamen university,1
jumping distance,1
crf-based experiments,1
oov-recall,1
n-gram mutual information,1
boundary-oriented chinese segmentation method,1
text massaging,1
intensive care patient notes,1
high-context medical conditions,1
alector,1
chinese event descriptive clause,1
bigram hmm,1
machine humor comprehension,1
common chinese adverb's usages,1
predicate heads,1
specific language focused crawler,1
cmdmc,1
diachronic digital museum,1
chinese word segmentation backoff,1
mpaa rating,1
conditional support vector,1
dlut,1
factcorp,1
analogue to language,1
reverse feature engineering,1
intrinsic clustering quality,1
type level clustering,1
recession segmentation,1
stigmatized language detection,1
stigma annotation scheme,1
variance-regularization,1
card-pyramid parsing,1
joint rule selection model,1
cluster ensemble,1
reordering graphs,1
path counting transducers,1
conversational cognitive health screening interviews,1
mncd,1
pml-tq,1
argument roles,1
event-based hyperspace,1
fake news challenge stance detection,1
fnc-1 task,1
scientific statement classification,1
correct,1
lstc system,1
neunlplab,1
monsanto trial,1
complex sensitive sentences,1
cascade method,1
in-sentence scopes,1
maxent cue classification,1
dependency-based scope rules,1
legal provisions,1
relhunter approach,1
high-precision approach,1
ledgar,1
approximate max-margin sequence labelling,1
scope finding,1
procedural feature selection,1
crandem approach,1
training log-linear models,1
cost functions,1
czech information retrieval,1
proactive voice assistant behavior,1
margarita dialogue corpus,1
semantic tests,1
balanced named entity corpus,1
driving strategies,1
e-commerce customer service,1
jddc corpus,1
rephrasing user input,1
translation hosting site,1
bliss,1
system comparison,1
sound processing detectors,1
state corrections,1
mulexfor database,1
paragraph acquisition,1
community-based construction,1
folk taxonomies,1
appraise,1
integrated scheme,1
pate,1
lof (local outlier factor),1
public environment,1
unknown morpheme detection,1
speech type,1
mpdd,1
rdg-map,1
sources of weakness,1
knowledgeable movie discussions,1
iso 24617-2 communicative functions,1
lego corpus,1
elliptical word estimation,1
qu\aero,1
comprehensive resource,1
varied data,1
qu\aero named entity baseline evaluation,1
draft and final translation corpus,1
d-tuna corpus,1
contemporary written dutch,1
multidimensional subjective ratings,1
fungramkb,1
wtimit,1
3g amr wideband mobile network,1
improved methodology,1
student revision outcome,1
macaq,1
adapt answers,1
u-compare,1
adn-classifier,1
integrated language resource evaluation platform,1
comprehensive uima resource library,1
textual knowledge acquisition tools,1
multimodal answers,1
italian framenet,1
crwiz,1
magpie,1
automatically learned pronunciation variants,1
immersive language exploration,1
bastat,1
far-distance microphones,1
denotation types,1
clinic visit dialogue,1
namedat,1
mobile n-deletion,1
back-channel utterance corpus,1
annotated telephone speech,1
dutchparl,1
image attributes,1
collaborative escience environment,1
tlt-school,1
distributed escience infrastructure,1
gikiclef,1
technology universe,1
fau iisah corpus,1
process-oriented dataset,1
component-based metadata framework,1
nident,1
bitext-based resolution,1
two millennia,1
sign linguistics corpora network,1
web library of babel,1
module order,1
300+ years,1
dyslexic reading training,1
humanistic study,1
gis application,1
liturgical data set,1
asian wordnet collaboration,1
basque-english clir,1
fastkwic,1
intelligent concordancer,1
fastr,1
feature system declaration,1
books of hours,1
fuzzy agreement measure,1
"""corpus redewiedergabe""",1
efficient transcription,1
folker,1
wedh,1
german subject-object ambiguities,1
key-finding problem,1
leapfrog,1
relaxed marginal inference,1
hidden variables,1
text illustration,1
context-free reordering,1
riqua,1
extractive supervised two-stage method,1
abstracting conversations,1
sequence similarity maximization,1
section recognition,1
requests for action,1
encyclopedic metadata,1
comment extraction,1
fidji,1
propbank frameset,1
aged voices,1
alert messages,1
educational search portal,1
witchcraft,1
intelligent exploration,1
coda corpus,1
human-machine conversations,1
ad-hoc evaluations,1
brain-ihm dataset,1
mine definitions,1
social gaze,1
slovene structured and unstructured knowledge-rich resources,1
first encounter dialogues,1
biscayan,1
cintil deepgrambank,1
paco: a corpus,1
diachronic blark,1
ne information,1
alborada-i3a corpus,1
temporal navigation,1
type of responsive utterance,1
brainpredict,1
bank of russian constructions,1
multi-stream vector representation method,1
hybrid citation,1
short units,1
mpc,1
modeling social phenomena,1
dicion\'ario aberto,1
germanpolarityclues,1
ratings of human dialogue observers,1
improved lemma annotation,1
model summaries,1
location-related images,1
mtsi-bert,1
derivational rephrasing experiment,1
phase 2 gale distillation,1
give-2,1
frequently readmitted patients,1
feature-rich log-linear lexical model,1
log-linear parser,1
domain-assisted product aspect hierarchy generation,1
eliminating intra-sentence polarity ambiguities,1
all-solid-state batteries,1
overlapping components,1
approximate scalable bounded space sketch,1
extracting synthesis process,1
large-scale wikipedia-based english information retrieval dataset,1
pseudo in-domain data selection,1
l1-induced paraphrases,1
wikir,1
heuristics-free cross-annotation evaluation,1
image-based table detection,1
table benchmark,1
special entity linking task,1
headword-oriented entity linking,1
feature-rich language-independent syntax,1
related instances,1
wexea,1
umus system,1
compounding errors,1
bi-word models,1
parametric weighting,1
pivot combinations,1
word clipping,1
recognizing rights,1
problem solving threads,1
cleek,1
edge detection,1
double-dop,1
zero-resource event extraction,1
confirmation code,1
behavioural change intervention reports,1
optimal search,1
non-parallel multilingual guidance,1
hbcp corpus,1
bitext dependency parsing,1
tree translation examples,1
word lengthening,1
brand-product relation,1
intelligibility measurement,1
surgical intervention,1
general connotation of words,1
fast re-scoring strategy,1
quantitative characteristic metrics,1
guided search,1
challenging tokens,1
hardeval,1
parse correction,1
large-scale noun compound interpretation,1
difficult attachment types,1
phonological strings,1
lateen em,1
gold part-of-speech tags,1
expert investors,1
stock microblogs,1
structural opinion mining,1
notions of depth,1
discriminating performance,1
relaxation path,1
sparse covariance matrices,1
literal sense identification,1
concrete context,1
abstract context,1
syntactic decision tree lms,1
intelligent design,1
imagination of crowds,1
conversational aac language modeling,1
common benchmark,1
local content shift detectors,1
relation acquisition,1
centralized benchmark,1
non-bottom-up tree structure prediction,1
cache-based document,1
minimum imputed-risk,1
lince,1
mono-word models,1
implicit geographic movement,1
tokyo metropolitan assembly minutes,1
batch size changing instance selection,1
tris,1
automatically discovered social context,1
simultaneous clustering,1
structured and extended named entity evaluation,1
frame-based resource,1
rad-spatialnet,1
wikipedia-lda model,1
clgvsm,1
labeled data expansion,1
thread cleaning,1
bn-based user model,1
personalised recommendation,1
pos-based ensemble model,1
ensemble-style,1
transductive minimum error rate training,1
distributed minimum error rate training,1
factoring parallelism,1
small syntactic prototypes,1
french 250m tokens corpus,1
back and out links,1
$s^3$,1
large auto-analyzed data,1
codact,1
hl-sot approach,1
localized feature selection framework,1
opinion dependency relations,1
false sentiment propagation,1
ai journey,1
electroencephalography reports,1
quality-biased ranking,1
relation descriptors,1
synthetic web search queries,1
low bandwidth,1
high precision clir,1
heterogeneous web,1
citation knowledge,1
temporal histories of epidemic events (thee),1
survey analysis,1
resource terms,1
lyrics annotations,1
predicate-argument co-occurring statistics,1
wasabi song corpus,1
outside word space,1
relational lasso,1
myfixit,1
multi-modality manifold-ranking,1
code mapping,1
formula identifiers,1
code dividing,1
double-array trie,1
functional elements,1
pos categories,1
wn-salience,1
models cascade,1
nature inspired engineering,1
near-duplicate detection,1
product entity completion,1
sms abbreviations,1
safety information mining,1
pseudo co-testing learner,1
parsing imperatives,1
large-scale lexicalized case frames,1
breadth-first representation,1
tree matching,1
mathalign,1
bayesian subtree alignment model,1
pivot-based statistical mt,1
authoritative encyclopedic sources,1
stem scholarly content,1
siblings,1
domain coverage,1
stem-ecr dataset,1
pst 0,1
k2q,1
graph reinforcement,1
experimental support,1
stuttered speech,1
androids,1
elaboration relations,1
aspect flow representation,1
route communication,1
natural language route directions,1
older simulated users,1
sparse approximate dynamic programming,1
action corrections,1
web archiving collections,1
isu-based approach,1
enhanced monitoring tools,1
brazilian legal documents classification,1
coherent back-channel feedback,1
victor,1
vocal intensity,1
turn-initial cue phrases,1
pamini,1
same relations,1
feature correlations,1
multimodal eca systems,1
user satisfaction transitions,1
k\`an,1
degrees of orality,1
comparative annotation,1
stressed emotion,1
dynasand corpus,1
comparable learner corpora,1
pedagogical insights,1
cultural protocol,1
cultural variations,1
global sentiwordnet,1
different events,1
developmental trend,1
emoevent,1
cross-sortal predication,1
deep gaussian processes,1
generic interaction patterns,1
time-pressure induced stress,1
ch'ang+noun,1
ontology statements,1
programmable instrumented generator,1
rags (possibly an acronym,1
unclear without context),1
sexism detection,1
re-usable high-level rules,1
dust storm,1
z test cases,1
grouping axioms,1
fire hose,1
coherent ontology descriptions,1
monolingual translation,1
spatially situated discourse,1
saudi tweets dataset,1
flodusta,1
wac,1
progressive neural networks,1
graph-based content-selection framework,1
preference judgements,1
ami corpus,1
medical team meetings,1
one person,1
one million utterances,1
one month,1
witchcraft workbench project,1
mpowers,1
refine studio,1
youbot,1
affective companion eca prototype,1
$f^2$,1
online error detection,1
individual users' utterance histories,1
complex task-oriented domain,1
you expressions,1
user-adaptive coordination,1
agent communicative behavior,1
adjective+t'u sh\=u gu n,1
contents of original documents,1
collateral tracks,1
n-gram-based distant supervision,1
working memory capacity,1
japanese wh-questions,1
chains,1
punjabi morphology,1
korean-specific-feature-based distant supervision,1
intractions,1
korean syllable structures,1
focus types,1
licensing nominals,1
subject-object asymmetry,1
korean case ellipsis,1
focus effects,1
event-driven spatial annotation framework,1
korean-specific emotion annotation procedure,1
frustration analysis,1
truth conditions,1
subset of votes,1
po-emo,1
benglish verbs,1
attribute noun class,1
primary tracks,1
a week,1
structured relation discovery,1
document-level user responses,1
third-order variational,1
packed-shared dependency forests,1
flu,1
word ratings,1
probabilistic forest-to-string model,1
typed lambda calculus expressions,1
podcastle,1
anonymous user contributions,1
topic-prominent language,1
co-create a story,1
aesthetic emotions,1
categorial account,1
poki,1
identification of important opinions,1
autolex,1
quantificational scope readings,1
japanese benefactives,1
yaru-construction,1
low-cost annotation,1
stage/individual-level predicates,1
indefinite subjects,1
novel term recognition,1
emotion holder,1
`kill',1
professional actors,1
non-target categories,1
pretending,1
bbs posts,1
japanese notational variants,1
korean kes,1
sindhi noun inflections,1
non-actors,1
`sudeni',1
potus corpus,1
book samples,1
