Title,Year,Important Words,Citations,Log_Citations,Quartile,Filtered Words,Novelty Score
Trouble information extraction based on a bootstrap approach from {T}witter,2015.0,"trouble information extraction, bootstrap approach, twitter",1.0,0.6931471805599453,Q1,['twitter'],0.9993002418952808
Distant-supervised Language Model for Detecting Emotional Upsurge on {T}witter,2015.0,"unsupervised language model, path of motion, twitter",0.0,0.0,Q1,['twitter'],0.9993002418952808
Hybrid Method of Semi-supervised Learning and Feature Weighted Learning for Domain Adaptation of Document Classification,2015.0,"hybrid method, supervised data, feature-weight learning, domain adaptation, code classification",4.0,1.6094379124341005,Q2,['domain adaptation'],0.985595984666468
Multi-aspects Rating Prediction Using Aspect Words and Sentences,2015.0,"west african languages, aspect words, sentences",0.0,0.0,Q1,['sentences'],0.9365483013058727
Cross-lingual Pseudo Relevance Feedback Based on Weak Relevant Topic Alignment,2015.0,"cross-lingual pseudo relevance, feedback, weak relevant topic alignment",0.0,0.0,Q1,['feedback'],0.7263766573660887
Corpus annotation with a linguistic analysis of the associations between event mentions and spatial expressions,2015.0,"corpus annotation, linguistic analyses, associations, relu, spatial expressions",0.0,0.0,Q1,['associations'],0.5515317626500539
Recognizing Complex Negation on {T}witter,2015.0,"logical negation, twitter",3.0,1.3862943611198906,Q2,['twitter'],0.9993002418952808
Topic Model for Identifying Suicidal Ideation in {C}hinese Microblog,2015.0,"topic model, suicidality, weibo messages",28.0,3.367295829986474,Q4,['topic model'],0.6860714045764476
Predicting Sector Index Movement with Microblogging Public Mood Time Series on Social Issues,2015.0,"acknowledgment use, microblog, public mood time series, challenges",2.0,1.0986122886681098,Q1,"['microblog', 'challenges']",0.32460847464613646
Proceedings of the 12th International Conference on Natural Language Processing,2015.0,"12th international conference, natural language processing",0.0,0.0,Q1,['natural language processing'],0.9997133289287699
Words are not Equal: Graded Weighting Model for Building Composite Document Vectors,2015.0,"words, weighting model, composite document vectors",9.0,2.302585092994046,Q3,['words'],0.7989433941716229
Online Adspace Posts{'} Category Classification,2015.0,"online adspace, posts' category, classification",0.0,0.0,Q1,['classification'],0.9999546021312976
Noun Phrase Chunking for {M}arathi using Distant Supervision,2015.0,"noun-phrase chunking, marathi, distant supervision",1.0,0.6931471805599453,Q1,['distant supervision'],0.8428923614358939
Self-Organizing Maps for Classification of a Multi-Labeled Corpus,2015.0,"self-organizing map, classification, labelled corpus",0.0,0.0,Q1,['classification'],0.9999546021312976
Word Sense Disambiguation in {H}indi Language Using Hyperspace Analogue to Language and Fuzzy {C}-Means Clustering,2015.0,"word sense disambiguation, hindi, hyperspace analogue to language, fuzzy sets",7.0,2.079441541679836,Q2,"['word sense disambiguation', 'hindi']",0.6658903913780294
Using Word Embeddings for Bilingual Unsupervised {WSD},2015.0,"word embeddings, bilingual, multi-relational",2.0,1.0986122886681098,Q1,"['word embeddings', 'bilingual']",0.5902840769989933
Compositionality in {B}angla Compound Verbs and their Processing in the Mental Lexicon,2015.0,"compositionality, bangla compound verbs, process, live lexicons",0.0,0.0,Q1,"['compositionality', 'process']",0.7456438317783006
Let Sense Bags Do Talking: Cross Lingual Word Semantic Similarity for {E}nglish and {H}indi,2015.0,"sense bags, distress, english, hindi",0.0,0.0,Q1,"['english', 'hindi']",0.8402214755995093
Authorship Attribution in {B}engali Language,2015.0,"authorship, bangla language",16.0,2.833213344056216,Q3,['authorship'],0.5957412364401524
A Database of Infant Cry Sounds to Study the Likely Cause of Cry,2015.0,"dataset, infant cry sounds, likely cause of cry",14.0,2.70805020110221,Q3,['dataset'],0.9999546021312976
An Empirical Study of Diversity of Word Alignment and its Symmetrization Techniques for System Combination,2015.0,"emprical study, diversity, text alignment, symmetrization techniques, combined systems",0.0,0.0,Q1,['diversity'],0.8421975926977747
Extracting Information from {I}ndian First Names,2015.0,"information, indian first names",0.0,0.0,Q1,['information'],0.9999546021312976
An Approach to Collective Entity Linking,2015.0,"approach, global entity linking",0.0,0.0,Q1,['approach'],0.9978147920003828
{POS} Tagging of {H}indi-{E}nglish Code Mixed Text from Social Media: Some Machine Learning Experiments,2015.0,"pos tagging, english-hindi code-mixed text, social media, machine-learning",20.0,3.044522437723423,Q4,"['pos tagging', 'social media']",0.7064927658396356
Automated Analysis of {B}angla Poetry for Classification and Poet Identification,2015.0,"automated analysis, bangla poetry, classification, poet identification",17.0,2.8903717578961645,Q3,['classification'],0.9999546021312976
Sentence Boundary Detection for Social Media Text,2015.0,"proscript, social media text",12.0,2.5649493574615367,Q3,['social media text'],0.44433006555414273
A Hybrid Approach for Bracketing Noun Sequence,2015.0,"hybrid approach, brackets, noun sequence",0.0,0.0,Q1,['hybrid approach'],0.48053371928269484
Simultaneous Feature Selection and Parameter Optimization Using Multi-objective Optimization for Sentiment Analysis,2015.0,"feature selection, parameter optimization, multiobjective optimization, sentiment analysis",0.0,0.0,Q1,"['feature selection', 'sentiment analysis']",0.466401010775216
Detection of Multiword Expressions for {H}indi Language using Word Embeddings and {W}ord{N}et-based Features,2015.0,"multiword expressions, hindi, word embeddings, wordnet features",8.0,2.19722457733622,Q3,"['multiword expressions', 'hindi', 'word embeddings']",0.8027751315337861
Augmenting Pivot based {SMT} with word segmentation,2015.0,"pivot-based smt, word segmentation",3.0,1.3862943611198906,Q2,['word segmentation'],0.24477600251697262
Using Multilingual Topic Models for Improved Alignment in {E}nglish-{H}indi {MT},2015.0,"multilingual topic model, align, english-hindi mt",3.0,1.3862943611198906,Q2,['align'],0.39145451188097496
Post-editing a chapter of a specialized textbook into 7 languages: importance of terminological proximity with {E}nglish for productivity,2015.0,"postediting, specialised texts, 7 languages, diachronic proximity, english, productivity",2.0,1.0986122886681098,Q1,['english'],0.9999546021312976
Translation Quality and Effort: Options versus Post-editing,2015.0,"translation quality, effort, choice, postediting",1.0,0.6931471805599453,Q1,"['translation quality', 'effort', 'choice']",0.6702310731583259
Investigating the potential of post-ordering {SMT} output to improve translation quality,2015.0,"post-ordering smt output, translation quality",0.0,0.0,Q1,['translation quality'],0.6252973577332613
Applying {S}anskrit Concepts for Reordering in {MT},2015.0,"sanskrit concepts, reordering, p/2",2.0,1.0986122886681098,Q1,['reordering'],0.021187046867083944
Dialogue Act Recognition for Text-based {S}inhala,2015.0,"dialogue act detection, text-based, sinhala",2.0,1.0986122886681098,Q1,['text-based'],0.6495473561423432
Natural Language Processing for Solving Simple Word Problems,2015.0,"natural language processing, simple word problems",7.0,2.079441541679836,Q2,['natural language processing'],0.9997133289287699
Analysis of Influence of {L}2 {E}nglish Speakers{'} Fluency on Occurrence and Duration of Sentence-medial Pauses in {E}nglish Readout Speech,2015.0,"l2, fluent, occurrence, duration, sentence-medial pauses, english readout speech",0.0,0.0,Q1,"['l2', 'occurrence']",0.6769910506168161
Exploiting portability to build an {RBMT} prototype for a new source language,2015.0,"portability, rmt, source language",4.0,1.6094379124341005,Q2,['source language'],0.9881144780286866
Can Translation Memories afford not to use paraphrasing?,2015.0,"translation memories, paraphrasing",16.0,2.833213344056216,Q3,['paraphrasing'],0.47000269000413253
Truly Exploring Multiple References for Machine Translation Evaluation,2015.0,"museums, machine translation evaluation",12.0,2.5649493574615367,Q3,['machine translation evaluation'],0.607919645844248
Searching for Context: a Study on Document-Level Labels for Translation Quality Estimation,2015.0,"context, document-level labels, translation quality",22.0,3.1354942159291497,Q4,"['context', 'translation quality']",0.8126259799322795
Stripping Adjectives: Integration Techniques for Selective Stemming in {SMT} Systems,2015.0,"adjectives, integration methods, selective stemming, smt system",2.0,1.0986122886681098,Q1,['adjectives'],0.44854605629774463
Unsupervised training of maximum-entropy models for lexical selection in rule-based machine translation,2015.0,"parser self-training, linear, lexical selection, word aligner",3.0,1.3862943611198906,Q2,['linear'],0.6546877466615058
"Integrating a Large, Monolingual Corpus as Translation Memory into Statistical Machine Translation",2015.0,"small, corpus monolingues, volume 31, lightweight models",5.0,1.791759469228055,Q2,['small'],0.6902028083283863
Target-Side Generation of Prepositions for {SMT},2015.0,"target-side generation, preposition, smt (statistical machine translation)",3.0,1.3862943611198906,Q2,"['preposition', 'smt (statistical machine translation)']",0.31803152092950915
Word Alignment Based Parallel Corpora Evaluation and Cleaning Using Machine Learning Techniques,2015.0,"text alignment, parallel corpora, evaluate, cleaning, multimodal behaviors",11.0,2.4849066497880004,Q3,['parallel corpora'],0.3056624050458692
{SMT} at the International Maritime Organization: experiences with combining in-house corpora with out-of-domain corpora,2015.0,"smt (statistical machine translation), international maritime organization, in-house corpus, out-of-domain corpus",2.0,1.0986122886681098,Q1,['smt (statistical machine translation)'],0.01474279385548431
Evaluation of the domain adaptation of {MT} systems in {ACCURAT},2015.0,"domain adaptation, mt system, accurat",0.0,0.0,Q1,"['domain adaptation', 'mt system']",0.7555469004606887
"The {ACCEPT} Academic Portal: Bringing Together Pre-editing, {MT} and Post-editing into a Learning Environment",2015.0,"accept academic portal, pre-editing, mt, postediting, academic environment",0.0,0.0,Q1,['mt'],0.9999546021312976
{R}ussian-{C}hinese Sentence-level Aligned News Corpus,2015.0,"russian, chinese, temporally annotated corpora",4.0,1.6094379124341005,Q2,"['russian', 'chinese']",0.4505673389961612
{T}ra{MOOC}: Translation for Massive Open Online Courses,2015.0,"tramooc, translate, massive open online course",1.0,0.6931471805599453,Q1,['translate'],0.5592188233878795
{O}kapi+{Q}u{E}st: Translation Quality Estimation within Okapi,2015.0,"okapi, quest, translation quality",1.0,0.6931471805599453,Q1,"['quest', 'translation quality']",0.8126259799322795
{MNH}-{TT}: A Platform to Support Collaborative Translator Training,2015.0,"mnh-tt, collaborative translation, platform",1.0,0.6931471805599453,Q1,['platform'],0.9125844763529438
Extended Tree Transducers in Natural Language Processing,2015.0,"weighted tree transducers, natural language processing",0.0,0.0,Q1,['natural language processing'],0.9997133289287699
Preserving Trees in Minimal Automata,2015.0,"tree, minimal automata",0.0,0.0,Q1,['tree'],0.40787790862795575
Grammar Design with Multi-tape Automata and Composition,2015.0,"grammar design, multi-tape automata, composition",4.0,1.6094379124341005,Q2,['composition'],0.6731023739861065
Temporal Forces and Type Coercion in Strings,2015.0,"temporal forces, sort coercion, string",0.0,0.0,Q1,['string'],0.1901094414211202
A Hybrid Approach to Grapheme-Phoneme Conversion,2015.0,"hybrid approach, grapheme conversion",1.0,0.6931471805599453,Q1,['hybrid approach'],0.48053371928269484
Three Equivalent Codes for Autosegmental Representations,2015.0,"code, autosegmental",4.0,1.6094379124341005,Q2,['code'],0.9999546021312976
Domain Adaptation for Dependency Parsing via Self-Training,2015.0,"domain adaptation, dependency parses, self training",17.0,2.8903717578961645,Q3,['domain adaptation'],0.985595984666468
Combining Active Learning and Partial Annotation for Domain Adaptation of a {J}apanese Dependency Parser,2015.0,"active learner, partial annotation, domain adaptation, japanese dependency parser",6.0,1.9459101490553128,Q2,['domain adaptation'],0.985595984666468
Incorporating Complementary Annotation to a {CCG}bank for Improving Derivations for {J}apanese,2015.0,"complementary annotation, ccgbank, derivation, japanese",0.0,0.0,Q1,"['derivation', 'japanese']",0.7437832940645095
Semantic Parsing for Textual Entailment,2015.0,"semantic parses, textual entailment",10.0,2.3978952727983707,Q3,['textual entailment'],0.09700995094349284
A Framework for Procedural Text Understanding,2015.0,"framework, procedural text comprehension",27.0,3.332204510175204,Q4,['framework'],0.9998048722517751
Invited Talk: Lexicon Embedded Syntax,2015.0,"lexicon, embedded syntax",0.0,0.0,Q1,['lexicon'],0.480893293013802
Targeted Paraphrasing on Deep Syntactic Layer for {MT} Evaluation,2015.0,"targeted paraphrasing, deep syntactic, mt evaluation",0.0,0.0,Q1,['mt evaluation'],0.40089808416833755
Universal and Language-specific Dependency Relations for Analysing {R}omanian,2015.0,"global dependencies, reliability, romanian",2.0,1.0986122886681098,Q1,['romanian'],0.6264295187097114
Emotion and Inner State Adverbials in {R}ussian,2015.0,"emotion, inner state adverbials, russian",0.0,0.0,Q1,"['emotion', 'russian']",0.9237399052854425
Towards a multi-layered dependency annotation of {F}innish,2015.0,"multi-layered dependency annotation, finnish",1.0,0.6931471805599453,Q1,['finnish'],0.8386306357869721
A {B}ayesian Model for Generative Transition-based Dependency Parsing,2015.0,"bayesian, generative transition-based dependency parsing",8.0,2.19722457733622,Q3,['bayesian'],0.24024975733730097
Using Parallel Texts and Lexicons for Verbal Word Sense Disambiguation,2015.0,"parallel text, lexicons, xiaoice",10.0,2.3978952727983707,Q3,['lexicons'],0.6628719809777316
Diachronic Trends in Word Order Freedom and Dependency Length in Dependency-Annotated Corpora of {L}atin and {A}ncient {G}reek,2015.0,"social change, word order freedom, dependency length, dependency annotated corpora, latin, greek",20.0,3.044522437723423,Q4,['latin'],0.8490616738826825
Reconstructions of Deletions in a Dependency-based Description of {C}zech: Selected Issues,2015.0,"reconstructions, deletion, dependency-based, czech, select data",5.0,1.791759469228055,Q2,"['dependency-based', 'czech']",0.5835650662087377
Non-projectivity and processing constraints: Insights from {H}indi,2015.0,"nonprojectivity, processing constraints, hindi",4.0,1.6094379124341005,Q2,['hindi'],0.680488349067721
Evaluation of Two-level Dependency Representations of Argument Structure in Long-Distance Dependencies,2015.0,"research data, argument structure, long range dependencies",3.0,1.3862943611198906,Q2,['argument structure'],0.5014044985866289
"Diagnostics for Constituents: Dependency, Constituency, and the Status of Function Words",2015.0,"diagnostics, constituents, dependency, constituent, status of function words",6.0,1.9459101490553128,Q2,"['dependency', 'constituent']",0.45627821503172483
A {DG} Account of the Descriptive and Resultative de-Constructions in {C}hinese,2015.0,"dg account, resultative constructions, resultative constructions, chinese",1.0,0.6931471805599453,Q1,['chinese'],0.05360946955273505
A Survey of Ellipsis in {C}hinese,2015.0,"ellipsis, chinese",3.0,1.3862943611198906,Q2,['chinese'],0.05360946955273505
Secondary Connectives in the {P}rague Dependency Treebank,2015.0,"connectives, prague dependency treebank",15.0,2.772588722239781,Q3,['connectives'],0.4290170785238371
{P}ars{P}er: A Dependency Parser for {P}ersian,2015.0,"parsper, argument parser, persian",3.0,1.3862943611198906,Q2,['persian'],0.4417237449385907
Does {U}niversal {D}ependencies need a parsing representation? An investigation of {E}nglish,2015.0,"global dependencies, parsing representation, investigation, english",12.0,2.5649493574615367,Q3,"['investigation', 'english']",0.8510493522820446
Invited Talk: How Much Information Does a Human Translator Add to the Original?,2015.0,"human translator, information, original",2.0,1.0986122886681098,Q1,['information'],0.9999546021312976
Linguistically Motivated Question Classification,2015.0,"linguistic motivation, classification",5.0,1.791759469228055,Q2,['classification'],0.9999546021312976
Combining Relational and Distributional Knowledge for Word Sense Disambiguation,2015.0,"relational knowledge, distributional knowledge, word sense disambiguation",9.0,2.302585092994046,Q3,['word sense disambiguation'],0.6512924336883379
The Effect of Author Set Size in Authorship Attribution for {L}ithuanian,2015.0,"author set size, authorship, lithuanian",8.0,2.19722457733622,Q3,['authorship'],0.5957412364401524
Towards the Classification of the {F}innish {I}nternet Parsebank: Detecting Translations and Informality,2015.0,"classification, finnish internet parsebank, translations, formality",1.0,0.6931471805599453,Q1,"['classification', 'translations']",0.6806418920829573
Sentence Compression For Automatic Subtitling,2015.0,"sentence compression, automatic subtitling",3.0,1.3862943611198906,Q2,['sentence compression'],0.43318729066252065
Topic Models: Accounting Component Structure of Bigrams,2015.0,"topic model, accounting component structure, bigrams",3.0,1.3862943611198906,Q2,['topic model'],0.6860714045764476
{U}niversal {D}ependencies for {F}innish,2015.0,"global dependencies, finnish",40.0,3.713572066704308,Q4,['finnish'],0.8386306357869721
Inferring the location of authors from words in their texts,2015.0,"location, author, words, texts",8.0,2.19722457733622,Q3,"['location', 'author', 'words', 'texts']",0.781150079251566
Sentiment analysis on conversational texts,2015.0,"sentiment analysis, conversational text",12.0,2.5649493574615367,Q3,['sentiment analysis'],0.6753400060354704
Analysing Inconsistencies and Errors in {P}o{S} Tagging in two {I}celandic Gold Standards,2015.0,"inconsistency, error, pos tagging, two icelandic gold standards",3.0,1.3862943611198906,Q2,"['error', 'pos tagging']",0.46306305278084586
{O}morfi {---} Free and open source morphological lexical database for {F}innish,2015.0,"omorfi, morphological database, finnish",27.0,3.332204510175204,Q4,['finnish'],0.8386306357869721
A Tool for Automatic Simplification of {S}wedish Texts,2015.0,"tool, manual simplifications, swedish text",12.0,2.5649493574615367,Q3,['tool'],0.5463139929334412
From Adjective Glosses to Attribute Concepts: Learning Different Aspects That an Adjective Can Describe,2015.0,"gloss, concept attributes, adjective",11.0,2.4849066497880004,Q3,"['gloss', 'adjective']",0.6658495806696392
Exploiting Fine-grained Syntactic Transfer Features to Predict the Compositionality of {G}erman Particle Verbs,2015.0,"fine-grained syntactic transfer features, compositionality, german particle verbs",15.0,2.772588722239781,Q3,['compositionality'],0.4913996617637531
Clarifying Intentions in Dialogue: A Corpus Study,2015.0,"intension, dialogue, corpus study",9.0,2.302585092994046,Q3,['dialogue'],0.9999546021312976
From distributional semantics to feature norms: grounding semantic models in human perceptual data,2015.0,"distributional semantics, feature norms, syntax models, perception data",33.0,3.5263605246161616,Q4,['distributional semantics'],0.2368108915796055
Semantic Complexity of Quantifiers and Their Distribution in Corpora,2015.0,"semantic complexity, quantifier, distribution, corpora",7.0,2.079441541679836,Q2,"['distribution', 'corpora']",0.3166857967526874
Alignment of Eye Movements and Spoken Language for Semantic Image Understanding,2015.0,"eye movements, spoken language, semantic image regions",6.0,1.9459101490553128,Q2,['spoken language'],0.8701975504029514
Crowdsourced Word Sense Annotations and Difficult Words and Examples,2015.0,"attitude, difficult words, example",7.0,2.079441541679836,Q2,['example'],0.8223810730633219
Uniform Surprisal at the Level of Discourse Relations: Negation Markers and Discourse Connective Omission,2015.0,"word surprisal, level of discourse, negation markers, discourse connective",4.0,1.6094379124341005,Q2,['discourse connective'],0.5082551860433263
Efficiency in Ambiguity: Two Models of Probabilistic Semantics for Natural Language,2015.0,"efficiency, ambiguity, models, probabilistic semantics, raw speech",4.0,1.6094379124341005,Q2,"['ambiguity', 'models']",0.7293112247363529
Feeling is Understanding: From Affective to Semantic Spaces,2015.0,"feeling, understanding, affective spaces, semantic spaces",1.0,0.6931471805599453,Q1,['understanding'],0.999283176344917
Automatic Noun Compound Interpretation using Deep Neural Networks and Word Embeddings,2015.0,"automatic noun compound interpretation, neural post-editing, word embeddings",26.0,3.295836866004329,Q4,['word embeddings'],0.9999546021312976
Integrating Non-Linguistic Events into Discourse Structure,2015.0,"non-linguistic forms, discourse structure",8.0,2.19722457733622,Q3,['discourse structure'],0.4881651825903116
"Incremental Semantics for Dialogue Processing: Requirements, and a Comparison of Two Approaches",2015.0,"incremental semantics, dialogue processing, requirements, comparison, two approaches",17.0,2.8903717578961645,Q3,['comparison'],0.6016393708315061
Layers of Interpretation: On Grammar and Compositionality,2015.0,"layers of interpretation, grammar, compositionality",36.0,3.610917912644224,Q4,"['grammar', 'compositionality']",0.24683308967353068
Feedback in Conversation as Incremental Semantic Update,2015.0,"feedback, conversation, incremental update",43.0,3.784189633918261,Q4,"['feedback', 'conversation']",0.8631656297486932
Dynamics of Public Commitments in Dialogue,2015.0,"dynamics, commitments, dialogue",8.0,2.19722457733622,Q3,"['dynamics', 'dialogue']",0.8169271493906101
How hard is this query? Measuring the Semantic Complexity of Schema-agnostic Queries,2015.0,"query, semantic complexity, schema-agnostic queries",8.0,2.19722457733622,Q3,['query'],0.6679064615057664
